InvoiceNumber,EquipID,InvoiceDate
INV-06638,3368,2023-06-04
INV-06639,2038,2023-05-26
INV-06640,5609,2023-01-03
INV-06641,4731,2023-10-30
INV-06642,3564,2023-02-19
INV-06643,2812,2023-01-02
INV-06644,850,2023-05-09
INV-06645,2322,2023-12-10
INV-06646,1702,2023-10-05
INV-06647,246,2023-05-04
INV-06648,2849,2023-07-27
INV-06649,3926,2023-07-26
INV-06650,1098,2023-04-21
INV-06651,5072,2023-04-02
INV-06652,749,2023-08-06
INV-06653,2255,2023-01-13
INV-06654,1850,2023-04-22
INV-06655,5706,2023-06-24
INV-06656,4427,2023-01-13
INV-06657,990,2023-06-22
INV-06658,4693,2023-10-25
INV-06659,3142,2023-05-02
INV-06660,1828,2023-11-12
INV-06661,1376,2023-07-10
INV-06662,5491,2023-12-30
INV-06663,330,2023-09-10
INV-06664,1969,2023-03-28
INV-06665,4473,2023-05-13
INV-06666,3403,2023-12-12
INV-06667,896,2023-03-15
INV-06668,5344,2023-03-18
INV-06669,3467,2023-01-13
INV-06670,5959,2023-03-14
INV-06671,1960,2023-10-06
INV-06672,508,2023-08-14
INV-06673,1558,2023-07-26
INV-06674,2658,2023-04-29
INV-06675,4461,2023-04-13
INV-06676,1762,2023-07-17
INV-06677,4652,2023-01-17
INV-06678,2293,2023-01-08
INV-06679,1392,2023-11-01
INV-06680,2659,2023-05-22
INV-06681,2236,2023-10-25
INV-06682,1079,2023-10-20
INV-06683,4965,2023-12-14
INV-06684,4295,2023-06-27
INV-06685,4926,2023-09-07
INV-06686,3422,2023-12-12
INV-06687,1654,2023-05-11
INV-06688,395,2023-08-24
INV-06689,4775,2023-05-27
INV-06690,5789,2023-06-26
INV-06691,1824,2023-12-22
INV-06692,4891,2023-06-30
INV-06693,5498,2023-06-09
INV-06694,1365,2023-11-22
INV-06695,3028,2023-05-01
INV-06696,2295,2023-05-12
INV-06697,1329,2023-12-12
INV-06698,2822,2023-08-09
INV-06699,3606,2023-01-05
INV-06700,163,2023-07-09
INV-06701,1607,2023-04-28
INV-06702,1443,2023-08-20
INV-06703,3593,2023-02-13
INV-06704,3887,2023-06-17
INV-06705,2347,2023-05-13
INV-06706,3316,2023-04-29
INV-06707,3166,2023-03-15
INV-06708,2535,2023-08-11
INV-06709,5752,2023-01-09
INV-06710,2313,2023-10-13
INV-06711,4172,2023-08-30
INV-06712,4619,2023-01-30
INV-06713,1133,2023-04-04
INV-06714,4789,2023-05-30
INV-06715,5872,2023-11-17
INV-06716,4793,2023-05-22
INV-06717,3881,2023-10-29
INV-06718,2102,2023-01-07
INV-06719,2485,2023-07-14
INV-06720,3482,2023-12-16
INV-06721,142,2023-08-11
INV-06722,383,2023-12-18
INV-06723,1613,2023-09-15
INV-06724,524,2023-11-04
INV-06725,1233,2023-08-12
INV-06726,5674,2023-09-05
INV-06727,5370,2023-02-15
INV-06728,1286,2023-07-14
INV-06729,3460,2023-10-28
INV-06730,177,2023-05-05
INV-06731,1610,2023-02-01
INV-06732,2680,2023-04-28
INV-06733,3931,2023-08-16
INV-06734,453,2023-05-16
INV-06735,4960,2023-10-20
INV-06736,2589,2023-05-28
INV-06737,1626,2023-08-22
INV-06738,3103,2023-01-05
INV-06739,623,2023-09-17
INV-06740,3917,2023-06-02
INV-06741,1835,2023-03-23
INV-06742,2144,2023-12-05
INV-06743,5854,2023-12-10
INV-06744,4450,2023-12-07
INV-06745,1437,2023-11-21
INV-06746,5984,2023-05-28
INV-06747,4500,2023-10-17
INV-06748,5618,2023-03-22
INV-06749,5109,2023-07-10
INV-06750,5493,2023-05-05
INV-06751,4902,2023-06-07
INV-06752,2770,2023-04-02
INV-06753,3998,2023-08-14
INV-06754,4074,2023-07-07
INV-06755,4596,2023-04-27
INV-06756,1110,2023-11-20
INV-06757,3699,2023-06-03
INV-06758,2932,2023-06-25
INV-06759,1036,2023-08-16
INV-06760,613,2023-06-21
INV-06761,3459,2023-02-10
INV-06762,4748,2023-01-15
INV-06763,4321,2023-12-03
INV-06764,2057,2023-11-13
INV-06765,2937,2023-05-15
INV-06766,5682,2023-07-27
INV-06767,2998,2023-04-23
INV-06768,5284,2023-02-16
INV-06769,5477,2023-05-03
INV-06770,1566,2023-10-26
INV-06771,5788,2023-02-07
INV-06772,2670,2023-12-15
INV-06773,2059,2023-06-08
INV-06774,2187,2023-06-07
INV-06775,5182,2023-10-21
INV-06776,310,2023-10-22
INV-06777,2,2023-12-04
INV-06778,807,2023-08-16
INV-06779,203,2023-05-19
INV-06780,668,2023-03-15
INV-06781,3709,2023-10-11
INV-06782,2981,2023-11-20
INV-06783,1175,2023-12-13
INV-06784,522,2023-02-13
INV-06785,2509,2023-04-21
INV-06786,4476,2023-12-24
INV-06787,2252,2023-12-24
INV-06788,5751,2023-10-02
INV-06789,2291,2023-07-26
INV-06790,1248,2023-06-10
INV-06791,1587,2023-09-28
INV-06792,1210,2023-08-06
INV-06793,667,2023-08-06
INV-06794,4467,2023-01-20
INV-06795,4128,2023-10-07
INV-06796,2455,2023-05-03
INV-06797,5554,2023-10-26
INV-06798,1006,2023-09-12
INV-06799,5646,2023-09-10
INV-06800,5877,2023-06-08
INV-06801,811,2023-08-01
INV-06802,3823,2023-08-02
INV-06803,1981,2023-09-10
INV-06804,4158,2023-11-14
INV-06805,3684,2023-04-01
INV-06806,1841,2023-02-10
INV-06807,1618,2023-04-02
INV-06808,5876,2023-03-08
INV-06809,5647,2023-08-16
INV-06810,4269,2023-11-14
INV-06811,1649,2023-01-29
INV-06812,3409,2023-10-24
INV-06813,556,2023-03-21
INV-06814,5029,2023-10-20
INV-06815,2922,2023-08-26
INV-06816,3840,2023-07-03
INV-06817,2176,2023-01-14
INV-06818,4171,2023-07-10
INV-06819,2682,2023-11-13
INV-06820,3189,2023-10-27
INV-06821,3611,2023-05-08
INV-06822,1880,2023-07-22
INV-06823,1442,2023-12-07
INV-06824,2386,2023-06-09
INV-06825,1605,2023-06-14
INV-06826,4026,2023-02-22
INV-06827,2321,2023-02-04
INV-06828,2830,2023-02-21
INV-06829,4809,2023-07-24
INV-06830,4235,2023-04-02
INV-06831,782,2023-08-31
INV-06832,4435,2023-08-04
INV-06833,2512,2023-05-23
INV-06834,5897,2023-09-15
INV-06835,4749,2023-05-03
INV-06836,4052,2023-11-13
INV-06837,2336,2023-04-15
INV-06838,814,2023-05-24
INV-06839,2541,2023-11-22
INV-06840,4424,2023-06-15
INV-06841,1637,2023-11-13
INV-06842,692,2023-06-03
INV-06843,2903,2023-03-23
INV-06844,2110,2023-08-07
INV-06845,3507,2023-09-04
INV-06846,1347,2023-02-14
INV-06847,4442,2023-05-04
INV-06848,3303,2023-01-15
INV-06849,5125,2023-04-20
INV-06850,5429,2023-11-05
INV-06851,1806,2023-11-08
INV-06852,1519,2023-08-21
INV-06853,2888,2023-03-14
INV-06854,5709,2023-11-08
INV-06855,2396,2023-06-03
INV-06856,256,2023-08-11
INV-06857,3107,2023-12-18
INV-06858,1772,2023-02-23
INV-06859,2546,2023-01-06
INV-06860,2741,2023-12-19
INV-06861,2709,2023-05-25
INV-06862,5412,2023-09-14
INV-06863,3618,2023-05-08
INV-06864,5665,2023-11-27
INV-06865,2166,2023-03-05
INV-06866,1836,2023-09-13
INV-06867,2137,2023-04-29
INV-06868,4026,2023-04-11
INV-06869,2287,2023-03-12
INV-06870,4793,2023-10-09
INV-06871,3900,2023-05-19
INV-06872,639,2023-01-05
INV-06873,1497,2023-10-06
INV-06874,3846,2023-04-28
INV-06875,5660,2023-04-17
INV-06876,5141,2023-02-20
INV-06877,661,2023-02-19
INV-06878,1393,2023-03-13
INV-06879,3469,2023-06-15
INV-06880,2029,2023-01-30
INV-06881,914,2023-06-23
INV-06882,5489,2023-12-27
INV-06883,5377,2023-06-14
INV-06884,5569,2023-02-04
INV-06885,5535,2023-06-23
INV-06886,4438,2023-06-09
INV-06887,5743,2023-06-01
INV-06888,2126,2023-12-23
INV-06889,2134,2023-03-27
INV-06890,1442,2023-12-02
INV-06891,5303,2023-04-26
INV-06892,2618,2023-09-30
INV-06893,804,2023-04-06
INV-06894,5657,2023-04-12
INV-06895,5061,2023-10-27
INV-06896,4465,2023-03-10
INV-06897,782,2023-12-27
INV-06898,2339,2023-08-22
INV-06899,1248,2023-01-29
INV-06900,2866,2023-06-24
INV-06901,5051,2023-11-09
INV-06902,3647,2023-10-28
INV-06903,3611,2023-06-18
INV-06904,2580,2023-03-03
INV-06905,2600,2023-03-27
INV-06906,5776,2023-12-11
INV-06907,4715,2023-05-02
INV-06908,1654,2023-05-05
INV-06909,1903,2023-02-05
INV-06910,4647,2023-08-31
INV-06911,5459,2023-03-04
INV-06912,3700,2023-02-08
INV-06913,444,2023-03-14
INV-06914,2540,2023-04-03
INV-06915,3913,2023-09-17
INV-06916,2756,2023-01-23
INV-06917,2762,2023-09-29
INV-06918,4078,2023-04-15
INV-06919,394,2023-05-31
INV-06920,3732,2023-01-25
INV-06921,540,2023-11-03
INV-06922,5959,2023-12-22
INV-06923,4019,2023-03-10
INV-06924,2709,2023-09-28
INV-06925,3125,2023-04-13
INV-06926,1818,2023-01-19
INV-06927,4439,2023-04-01
INV-06928,2365,2023-04-30
INV-06929,4896,2023-11-09
INV-06930,4847,2023-08-13
INV-06931,3658,2023-08-11
INV-06932,5926,2023-10-22
INV-06933,2079,2023-11-30
INV-06934,4927,2023-10-18
INV-06935,2215,2023-10-14
INV-06936,27,2023-11-08
INV-06937,3251,2023-09-18
INV-06938,3261,2023-03-01
INV-06939,4628,2023-03-21
INV-06940,4340,2023-10-06
INV-06941,5095,2023-10-12
INV-06942,2293,2023-03-26
INV-06943,2443,2023-09-19
INV-06944,1416,2023-09-18
INV-06945,4153,2023-12-07
INV-06946,4898,2023-10-03
INV-06947,3206,2023-01-01
INV-06948,3725,2023-06-29
INV-06949,3010,2023-08-16
INV-06950,2212,2023-07-16
INV-06951,4667,2023-02-09
INV-06952,4238,2023-11-30
INV-06953,1074,2023-09-26
INV-06954,5185,2023-10-01
INV-06955,1276,2023-10-15
INV-06956,5569,2023-08-20
INV-06957,5919,2023-09-06
INV-06958,2836,2023-09-10
INV-06959,2239,2023-07-09
INV-06960,4104,2023-02-20
INV-06961,470,2023-06-18
INV-06962,1083,2023-08-23
INV-06963,5813,2023-02-27
INV-06964,5595,2023-08-27
INV-06965,745,2023-10-04
INV-06966,1275,2023-08-10
INV-06967,871,2023-04-18
INV-06968,5130,2023-02-01
INV-06969,3924,2023-01-15
INV-06970,683,2023-06-11
INV-06971,4117,2023-06-24
INV-06972,2881,2023-11-28
INV-06973,5122,2023-11-05
INV-06974,2327,2023-11-06
INV-06975,4826,2023-10-07
INV-06976,1634,2023-12-17
INV-06977,4309,2023-03-02
INV-06978,2612,2023-08-27
INV-06979,4,2023-05-10
INV-06980,4880,2023-03-02
INV-06981,3608,2023-02-17
INV-06982,1655,2023-09-23
INV-06983,2381,2023-01-10
INV-06984,2437,2023-08-05
INV-06985,12,2023-04-18
INV-06986,5122,2023-10-07
INV-06987,1448,2023-04-14
INV-06988,3681,2023-09-07
INV-06989,1420,2023-02-07
INV-06990,3628,2023-01-12
INV-06991,164,2023-12-11
INV-06992,3004,2023-08-12
INV-06993,5444,2023-08-01
INV-06994,5644,2023-06-10
INV-06995,4016,2023-08-01
INV-06996,179,2023-07-24
INV-06997,3800,2023-09-01
INV-06998,491,2023-01-18
INV-06999,528,2023-08-22
INV-07000,3034,2023-12-18
INV-07001,2972,2023-10-26
INV-07002,3549,2023-03-24
INV-07003,1871,2023-08-01
INV-07004,4544,2023-02-02
INV-07005,3366,2023-02-24
INV-07006,1516,2023-08-09
INV-07007,1430,2023-10-17
INV-07008,3814,2023-04-05
INV-07009,5700,2023-01-21
INV-07010,19,2023-10-08
INV-07011,5295,2023-12-05
INV-07012,831,2023-04-05
INV-07013,2892,2023-07-16
INV-07014,1576,2023-02-25
INV-07015,2763,2023-08-15
INV-07016,557,2023-03-13
INV-07017,3875,2023-03-18
INV-07018,5938,2023-12-10
INV-07019,3444,2023-04-05
INV-07020,2430,2023-08-03
INV-07021,5167,2023-03-17
INV-07022,5761,2023-07-25
INV-07023,416,2023-02-12
INV-07024,5878,2023-07-11
INV-07025,135,2023-11-20
INV-07026,677,2023-03-04
INV-07027,2874,2023-03-04
INV-07028,4153,2023-05-12
INV-07029,5095,2023-08-06
INV-07030,1720,2023-07-24
INV-07031,3110,2023-11-06
INV-07032,1647,2023-03-30
INV-07033,226,2023-04-25
INV-07034,3575,2023-07-22
INV-07035,4598,2023-04-30
INV-07036,4160,2023-11-27
INV-07037,2875,2023-04-09
INV-07038,1011,2023-07-22
INV-07039,2441,2023-06-17
INV-07040,2554,2023-09-15
INV-07041,375,2023-12-03
INV-07042,666,2023-10-11
INV-07043,2530,2023-05-01
INV-07044,270,2023-02-28
INV-07045,4780,2023-04-21
INV-07046,4357,2023-08-06
INV-07047,2267,2023-10-17
INV-07048,2824,2023-01-20
INV-07049,4703,2023-03-18
INV-07050,249,2023-12-03
INV-07051,1291,2023-03-28
INV-07052,4094,2023-10-11
INV-07053,5296,2023-10-23
INV-07054,848,2023-12-25
INV-07055,3518,2023-05-30
INV-07056,4454,2023-11-14
INV-07057,310,2023-07-13
INV-07058,211,2023-11-19
INV-07059,4979,2023-09-16
INV-07060,4382,2023-12-27
INV-07061,2151,2023-12-21
INV-07062,3736,2023-05-24
INV-07063,1051,2023-09-29
INV-07064,4513,2023-02-01
INV-07065,507,2023-01-15
INV-07066,5751,2023-01-24
INV-07067,4809,2023-07-05
INV-07068,4418,2023-02-09
INV-07069,2306,2023-05-26
INV-07070,4751,2023-08-17
INV-07071,1214,2023-07-26
INV-07072,1151,2023-01-30
INV-07073,5032,2023-04-22
INV-07074,5872,2023-01-04
INV-07075,414,2023-03-10
INV-07076,4844,2023-10-27
INV-07077,4264,2023-07-10
INV-07078,2518,2023-07-22
INV-07079,440,2023-09-01
INV-07080,1049,2023-06-23
INV-07081,3566,2023-07-13
INV-07082,2192,2023-01-04
INV-07083,5053,2023-01-01
INV-07084,415,2023-01-12
INV-07085,3292,2023-10-14
INV-07086,372,2023-09-02
INV-07087,1751,2023-09-08
INV-07088,4459,2023-09-01
INV-07089,2918,2023-08-09
INV-07090,3845,2023-12-25
INV-07091,4478,2023-07-19
INV-07092,2092,2023-07-31
INV-07093,3954,2023-04-17
INV-07094,3204,2023-09-16
INV-07095,4912,2023-06-19
INV-07096,5182,2023-06-13
INV-07097,3460,2023-01-30
INV-07098,3819,2023-05-13
INV-07099,784,2023-07-08
INV-07100,1529,2023-11-21
INV-07101,3576,2023-05-25
INV-07102,2954,2023-11-27
INV-07103,1629,2023-02-22
INV-07104,2490,2023-05-09
INV-07105,3169,2023-12-28
INV-07106,3896,2023-03-11
INV-07107,3743,2023-08-21
INV-07108,3755,2023-10-09
INV-07109,534,2023-01-16
INV-07110,4011,2023-09-03
INV-07111,1289,2023-07-14
INV-07112,3440,2023-03-23
INV-07113,607,2023-10-26
INV-07114,1244,2023-11-09
INV-07115,4780,2023-05-08
INV-07116,5198,2023-01-03
INV-07117,1581,2023-09-14
INV-07118,1322,2023-02-17
INV-07119,5641,2023-04-25
INV-07120,4361,2023-03-27
INV-07121,5049,2023-01-09
INV-07122,4485,2023-10-25
INV-07123,4822,2023-08-07
INV-07124,2593,2023-12-09
INV-07125,5691,2023-07-31
INV-07126,2438,2023-10-26
INV-07127,5483,2023-07-17
INV-07128,3183,2023-06-06
INV-07129,3855,2023-08-04
INV-07130,2283,2023-09-12
INV-07131,943,2023-07-20
INV-07132,5536,2023-12-15
INV-07133,1301,2023-10-22
INV-07134,5355,2023-09-01
INV-07135,590,2023-08-01
INV-07136,877,2023-05-06
INV-07137,530,2023-06-18
INV-07138,2723,2023-10-11
INV-07139,1071,2023-07-24
INV-07140,5795,2023-10-22
INV-07141,5809,2023-03-13
INV-07142,540,2023-08-15
INV-07143,5050,2023-08-01
INV-07144,2330,2023-06-12
INV-07145,4838,2023-11-11
INV-07146,393,2023-03-09
INV-07147,666,2023-05-16
INV-07148,5835,2023-12-16
INV-07149,2010,2023-03-11
INV-07150,1444,2023-09-01
INV-07151,4112,2023-06-08
INV-07152,124,2023-07-10
INV-07153,2201,2023-05-04
INV-07154,3920,2023-12-14
INV-07155,254,2023-04-17
INV-07156,2216,2023-02-16
INV-07157,1590,2023-12-13
INV-07158,4293,2023-04-01
INV-07159,3817,2023-06-25
INV-07160,276,2023-07-03
INV-07161,3426,2023-11-25
INV-07162,2836,2023-09-14
INV-07163,1582,2023-04-22
INV-07164,4391,2023-08-04
INV-07165,4695,2023-01-21
INV-07166,2940,2023-08-21
INV-07167,2295,2023-01-15
INV-07168,3737,2023-10-31
INV-07169,4183,2023-08-06
INV-07170,4579,2023-08-12
INV-07171,207,2023-03-11
INV-07172,3198,2023-05-06
INV-07173,2214,2023-06-18
INV-07174,2102,2023-06-04
INV-07175,5821,2023-04-28
INV-07176,649,2023-01-20
INV-07177,3938,2023-10-20
INV-07178,5975,2023-04-05
INV-07179,315,2023-03-23
INV-07180,2808,2023-06-02
INV-07181,3094,2023-09-04
INV-07182,5190,2023-09-21
INV-07183,1070,2023-07-28
INV-07184,4489,2023-06-15
INV-07185,2775,2023-06-15
INV-07186,1181,2023-10-11
INV-07187,4540,2023-12-29
INV-07188,1179,2023-01-25
INV-07189,3952,2023-02-14
INV-07190,1765,2023-04-15
INV-07191,2634,2023-08-11
INV-07192,5189,2023-10-31
INV-07193,31,2023-05-14
INV-07194,5619,2023-08-10
INV-07195,3329,2023-05-19
INV-07196,2795,2023-05-30
INV-07197,1231,2023-02-23
INV-07198,272,2023-03-04
INV-07199,4309,2023-12-23
INV-07200,1509,2023-03-01
INV-07201,4683,2023-04-01
INV-07202,3154,2023-09-02
INV-07203,411,2023-11-25
INV-07204,4772,2023-09-21
INV-07205,5481,2023-11-25
INV-07206,3797,2023-10-03
INV-07207,3512,2023-05-15
INV-07208,2615,2023-05-03
INV-07209,4295,2023-12-23
INV-07210,3022,2023-10-15
INV-07211,1448,2023-01-27
INV-07212,4907,2023-12-28
INV-07213,329,2023-08-30
INV-07214,4224,2023-09-19
INV-07215,5718,2023-05-01
INV-07216,3105,2023-04-14
INV-07217,1610,2023-11-24
INV-07218,1780,2023-12-06
INV-07219,2329,2023-06-29
INV-07220,236,2023-03-15
INV-07221,4545,2023-12-07
INV-07222,2916,2023-05-29
INV-07223,5529,2023-09-25
INV-07224,691,2023-02-16
INV-07225,1912,2023-05-21
INV-07226,1822,2023-06-16
INV-07227,11,2023-10-14
INV-07228,4607,2023-07-11
INV-07229,5039,2023-11-13
INV-07230,3561,2023-09-14
INV-07231,3930,2023-12-05
INV-07232,511,2023-08-10
INV-07233,5369,2023-10-15
INV-07234,457,2023-06-28
INV-07235,3515,2023-10-23
INV-07236,1630,2023-08-19
INV-07237,1620,2023-03-06
INV-07238,2239,2023-12-06
INV-07239,3251,2023-02-06
INV-07240,2533,2023-02-09
INV-07241,1584,2023-09-29
INV-07242,5759,2023-02-18
INV-07243,2796,2023-11-06
INV-07244,5320,2023-12-14
INV-07245,5051,2023-03-08
INV-07246,2941,2023-10-24
INV-07247,4276,2023-01-19
INV-07248,2659,2023-01-09
INV-07249,36,2023-02-13
INV-07250,2268,2023-04-28
INV-07251,5223,2023-11-17
INV-07252,472,2023-10-08
INV-07253,4646,2023-09-23
INV-07254,2929,2023-10-14
INV-07255,651,2023-07-14
INV-07256,1274,2023-12-19
INV-07257,4251,2023-07-20
INV-07258,4907,2023-11-28
INV-07259,4471,2023-12-30
INV-07260,695,2023-10-04
INV-07261,4481,2023-07-07
INV-07262,2671,2023-09-10
INV-07263,1375,2023-09-06
INV-07264,736,2023-05-11
INV-07265,341,2023-03-11
INV-07266,5044,2023-01-20
INV-07267,396,2023-10-18
INV-07268,3287,2023-03-28
INV-07269,2463,2023-03-07
INV-07270,4998,2023-09-12
INV-07271,2184,2023-02-17
INV-07272,1874,2023-04-16
INV-07273,823,2023-08-29
INV-07274,5865,2023-11-14
INV-07275,3750,2023-09-21
INV-07276,4816,2023-01-21
INV-07277,5947,2023-11-19
INV-07278,2902,2023-11-30
INV-07279,1497,2023-05-10
INV-07280,4890,2023-04-08
INV-07281,2616,2023-09-01
INV-07282,4686,2023-12-17
INV-07283,306,2023-06-12
INV-07284,255,2023-08-20
INV-07285,5904,2023-10-17
INV-07286,2995,2023-08-20
INV-07287,3022,2023-02-25
INV-07288,1542,2023-01-31
INV-07289,3921,2023-07-20
INV-07290,2388,2023-10-29
INV-07291,3776,2023-11-16
INV-07292,3638,2023-06-22
INV-07293,2966,2023-01-20
INV-07294,5561,2023-10-10
INV-07295,1164,2023-03-06
INV-07296,4994,2023-03-22
INV-07297,870,2023-12-04
INV-07298,5262,2023-06-14
INV-07299,681,2023-04-11
INV-07300,3524,2023-04-26
INV-07301,2407,2023-03-16
INV-07302,4,2023-04-20
INV-07303,4453,2023-02-25
INV-07304,4480,2023-02-18
INV-07305,3091,2023-10-04
INV-07306,2910,2023-03-25
INV-07307,3511,2023-01-02
INV-07308,2946,2023-03-15
INV-07309,3847,2023-12-07
INV-07310,685,2023-05-17
INV-07311,3569,2023-07-05
INV-07312,4962,2023-09-05
INV-07313,1821,2023-07-28
INV-07314,4085,2023-02-25
INV-07315,2930,2023-02-09
INV-07316,1770,2023-12-13
INV-07317,2860,2023-08-23
INV-07318,3348,2023-10-22
INV-07319,4943,2023-11-13
INV-07320,4569,2023-06-01
INV-07321,1297,2023-11-28
INV-07322,4117,2023-04-21
INV-07323,5741,2023-01-10
INV-07324,1236,2023-04-20
INV-07325,1223,2023-12-19
INV-07326,2651,2023-06-27
INV-07327,5104,2023-04-14
INV-07328,3735,2023-03-25
INV-07329,2140,2023-02-23
INV-07330,5952,2023-06-24
INV-07331,2625,2023-11-14
INV-07332,935,2023-04-04
INV-07333,739,2023-03-12
INV-07334,1689,2023-02-24
INV-07335,1203,2023-11-27
INV-07336,4170,2023-02-05
INV-07337,4538,2023-11-11
INV-07338,5431,2023-03-25
INV-07339,1693,2023-05-11
INV-07340,1714,2023-12-12
INV-07341,5141,2023-09-28
INV-07342,4328,2023-08-05
INV-07343,3721,2023-01-31
INV-07344,662,2023-04-27
INV-07345,1660,2023-03-04
INV-07346,2681,2023-05-18
INV-07347,4978,2023-11-13
INV-07348,1239,2023-07-19
INV-07349,1040,2023-01-28
INV-07350,1762,2023-06-29
INV-07351,1595,2023-07-24
INV-07352,1659,2023-10-10
INV-07353,2095,2023-10-30
INV-07354,1877,2023-03-30
INV-07355,4664,2023-04-28
INV-07356,5328,2023-02-04
INV-07357,977,2023-11-30
INV-07358,4169,2023-02-02
INV-07359,4458,2023-08-28
INV-07360,2209,2023-09-27
INV-07361,1460,2023-11-24
INV-07362,5452,2023-05-29
INV-07363,2593,2023-05-08
INV-07364,1354,2023-07-02
INV-07365,988,2023-06-16
INV-07366,2568,2023-01-28
INV-07367,2512,2023-12-20
INV-07368,5681,2023-07-01
INV-07369,1810,2023-08-11
INV-07370,1171,2023-06-11
INV-07371,4912,2023-05-18
INV-07372,4469,2023-08-30
INV-07373,4756,2023-03-24
INV-07374,2446,2023-03-27
INV-07375,5919,2023-09-20
INV-07376,5262,2023-11-04
INV-07377,1098,2023-11-15
INV-07378,3997,2023-03-08
INV-07379,1048,2023-12-25
INV-07380,2635,2023-02-24
INV-07381,1167,2023-11-13
INV-07382,4757,2023-08-04
INV-07383,3332,2023-02-06
INV-07384,1452,2023-11-02
INV-07385,443,2023-08-10
INV-07386,2382,2023-10-14
INV-07387,5577,2023-12-18
INV-07388,1943,2023-07-31
INV-07389,2139,2023-08-13
INV-07390,5347,2023-03-01
INV-07391,3073,2023-09-06
INV-07392,5142,2023-09-12
INV-07393,5255,2023-04-09
INV-07394,5505,2023-04-18
INV-07395,558,2023-02-01
INV-07396,2321,2023-01-07
INV-07397,2790,2023-05-07
INV-07398,5111,2023-10-31
INV-07399,4591,2023-04-12
INV-07400,3695,2023-11-30
INV-07401,2002,2023-12-03
INV-07402,735,2023-11-02
INV-07403,4616,2023-06-21
INV-07404,3933,2023-04-21
INV-07405,4481,2023-03-17
INV-07406,4505,2023-02-09
INV-07407,1492,2023-09-12
INV-07408,1757,2023-05-17
INV-07409,3192,2023-05-11
INV-07410,572,2023-02-01
INV-07411,888,2023-11-01
INV-07412,4164,2023-10-24
INV-07413,5415,2023-12-24
INV-07414,3492,2023-06-28
INV-07415,1945,2023-01-03
INV-07416,2170,2023-04-21
INV-07417,2762,2023-03-03
INV-07418,5633,2023-02-07
INV-07419,3520,2023-03-12
INV-07420,3677,2023-05-12
INV-07421,1674,2023-06-22
INV-07422,1479,2023-01-20
INV-07423,4198,2023-05-07
INV-07424,2523,2023-09-30
INV-07425,3045,2023-03-23
INV-07426,2463,2023-10-25
INV-07427,4942,2023-08-18
INV-07428,1125,2023-10-05
INV-07429,1707,2023-02-25
INV-07430,163,2023-05-28
INV-07431,5551,2023-06-27
INV-07432,1052,2023-03-10
INV-07433,252,2023-08-16
INV-07434,5073,2023-12-16
INV-07435,4186,2023-12-26
INV-07436,4883,2023-02-28
INV-07437,4595,2023-06-14
INV-07438,4388,2023-07-03
INV-07439,3107,2023-12-19
INV-07440,1879,2023-02-03
INV-07441,4612,2023-07-19
INV-07442,4897,2023-06-12
INV-07443,20,2023-08-04
INV-07444,5979,2023-11-09
INV-07445,313,2023-03-16
INV-07446,556,2023-06-25
INV-07447,1123,2023-04-11
INV-07448,3641,2023-01-26
INV-07449,1442,2023-11-03
INV-07450,3437,2023-03-01
INV-07451,2702,2023-04-09
INV-07452,5753,2023-02-18
INV-07453,5189,2023-06-24
INV-07454,391,2023-11-18
INV-07455,1780,2023-12-01
INV-07456,3798,2023-10-17
INV-07457,838,2023-01-12
INV-07458,4693,2023-04-23
INV-07459,4949,2023-01-02
INV-07460,61,2023-02-19
INV-07461,2542,2023-04-15
INV-07462,1368,2023-10-13
INV-07463,4994,2023-04-24
INV-07464,148,2023-01-16
INV-07465,5310,2023-03-30
INV-07466,4690,2023-04-03
INV-07467,4018,2023-08-24
INV-07468,4359,2023-11-05
INV-07469,2358,2023-07-16
INV-07470,1660,2023-03-06
INV-07471,1091,2023-08-05
INV-07472,2546,2023-08-13
INV-07473,3777,2023-10-03
INV-07474,1487,2023-11-23
INV-07475,694,2023-12-09
INV-07476,643,2023-11-15
INV-07477,3810,2023-12-21
INV-07478,3378,2023-08-22
INV-07479,496,2023-02-18
INV-07480,226,2023-08-05
INV-07481,2121,2023-08-04
INV-07482,4621,2023-12-01
INV-07483,2612,2023-09-30
INV-07484,4695,2023-01-18
INV-07485,5452,2023-08-13
INV-07486,3314,2023-01-01
INV-07487,4830,2023-08-01
INV-07488,1749,2023-09-26
INV-07489,3903,2023-04-17
INV-07490,5887,2023-09-24
INV-07491,804,2023-05-29
INV-07492,1991,2023-06-28
INV-07493,2964,2023-07-07
INV-07494,3924,2023-05-30
INV-07495,3446,2023-05-10
INV-07496,5247,2023-04-13
INV-07497,4471,2023-11-17
INV-07498,294,2023-07-09
INV-07499,1236,2023-01-23
INV-07500,1507,2023-10-09
INV-07501,3318,2023-08-29
INV-07502,2299,2023-01-19
INV-07503,565,2023-07-04
INV-07504,218,2023-09-02
INV-07505,3766,2023-10-21
INV-07506,4039,2023-04-11
INV-07507,1275,2023-06-22
INV-07508,2627,2023-05-28
INV-07509,5139,2023-11-05
INV-07510,4208,2023-08-20
INV-07511,2166,2023-05-02
INV-07512,1788,2023-07-02
INV-07513,1517,2023-08-26
INV-07514,1905,2023-04-16
INV-07515,2304,2023-11-01
INV-07516,237,2023-01-05
INV-07517,4381,2023-08-15
INV-07518,4780,2023-07-15
INV-07519,1363,2023-10-07
