AllocationID,AllocationDate,DepartmentID,ReturnDate,EquipmentID
AL2972,7/7/2023,17,7/20/2023,594
AL2973,1/21/2023,18,2/4/2023,595
AL2974,7/6/2023,19,7/16/2023,596
AL2975,4/14/2023,20,4/24/2023,597
AL2976,7/26/2023,21,8/5/2023,598
AL2977,10/3/2023,22,10/13/2023,599
AL2978,5/20/2023,23,6/2/2023,600
AL2979,4/18/2023,24,4/29/2023,601
AL2980,9/26/2023,25,10/7/2023,602
AL2981,2/2/2023,26,2/12/2023,603
AL2982,7/10/2023,27,7/21/2023,604
AL2983,12/16/2023,28,12/31/2023,605
AL2984,5/8/2023,29,5/19/2023,606
AL2985,12/20/2023,30,12/30/2023,607
AL2986,3/28/2023,31,4/11/2023,608
AL2987,4/14/2023,32,4/29/2023,609
AL2988,4/3/2023,33,4/16/2023,610
AL2989,3/8/2023,34,3/20/2023,611
AL2990,10/14/2023,35,10/29/2023,612
AL2991,6/30/2023,36,7/15/2023,613
AL2992,10/8/2023,37,10/23/2023,614
AL2993,10/18/2023,38,10/31/2023,615
AL2994,10/8/2023,39,10/21/2023,616
AL2995,9/23/2023,40,10/3/2023,617
AL2996,1/20/2023,41,2/2/2023,618
AL2997,9/3/2023,42,9/14/2023,619
AL2998,9/9/2023,43,9/21/2023,620
AL2999,1/18/2023,44,1/31/2023,621
AL3000,10/22/2023,45,11/2/2023,622
AL3001,12/22/2023,46,1/6/2024,623
AL3002,12/11/2023,47,12/23/2023,624
AL3003,3/9/2023,48,3/24/2023,625
AL3004,2/21/2023,49,3/8/2023,626
AL3005,11/18/2023,50,12/2/2023,627
AL3006,9/20/2023,51,10/5/2023,628
AL3007,8/30/2023,52,9/13/2023,629
AL3008,5/8/2023,53,5/18/2023,630
AL3009,2/7/2023,54,2/17/2023,631
AL3010,10/25/2023,55,11/8/2023,632
AL3011,12/5/2023,56,12/20/2023,633
AL3012,3/8/2023,57,3/23/2023,634
AL3013,12/1/2023,58,12/13/2023,635
AL3014,9/24/2023,59,10/4/2023,636
AL3015,4/18/2023,60,4/29/2023,637
AL3016,11/28/2023,61,12/11/2023,638
AL3017,1/2/2023,62,1/12/2023,639
AL3018,12/4/2023,63,12/16/2023,640
AL3019,9/5/2023,64,9/16/2023,641
AL3020,8/22/2023,65,9/1/2023,642
AL3021,7/25/2023,66,8/6/2023,643
AL3022,6/25/2023,67,7/9/2023,644
AL3023,4/27/2023,68,5/9/2023,645
AL3024,10/2/2023,69,10/13/2023,646
AL3025,1/24/2023,70,2/6/2023,647
AL3026,8/15/2023,71,8/30/2023,648
AL3027,4/22/2023,72,5/3/2023,649
AL3028,11/6/2023,73,11/19/2023,650
AL3029,6/9/2023,74,6/21/2023,651
AL3030,8/27/2023,75,9/11/2023,652
AL3031,4/26/2023,76,5/10/2023,653
AL3032,4/22/2023,77,5/4/2023,654
AL3033,7/11/2023,78,7/26/2023,655
AL3034,8/20/2023,79,9/4/2023,656
AL3035,3/17/2023,80,3/27/2023,657
AL3036,11/11/2023,81,11/23/2023,658
AL3037,1/16/2023,82,1/27/2023,659
AL3038,1/14/2023,83,1/24/2023,660
AL3039,11/23/2023,84,12/4/2023,661
AL3040,4/19/2023,85,4/30/2023,662
AL3041,12/6/2023,86,12/17/2023,663
AL3042,2/13/2023,87,2/23/2023,664
AL3043,9/3/2023,88,9/13/2023,665
AL3044,12/30/2023,89,1/12/2024,666
AL3045,5/1/2023,90,5/16/2023,667
AL3046,11/22/2023,91,12/5/2023,668
AL3047,7/31/2023,92,8/11/2023,669
AL3048,8/14/2023,93,8/27/2023,670
AL3049,6/23/2023,94,7/8/2023,671
AL3050,2/15/2023,95,2/27/2023,672
AL3051,1/9/2023,96,1/22/2023,673
AL3052,7/21/2023,97,8/2/2023,674
AL3053,5/1/2023,98,5/11/2023,675
AL3054,5/19/2023,99,5/29/2023,676
AL3055,5/26/2023,100,6/7/2023,677
AL3056,8/21/2023,101,9/4/2023,678
AL3057,4/6/2023,102,4/21/2023,679
AL3058,4/18/2023,103,5/2/2023,680
AL3059,10/31/2023,104,11/12/2023,681
AL3060,9/18/2023,105,10/2/2023,682
AL3061,4/28/2023,106,5/10/2023,683
AL3062,6/3/2023,107,6/18/2023,684
AL3063,9/7/2023,108,9/19/2023,685
AL3064,6/24/2023,109,7/8/2023,686
AL3065,6/8/2023,110,6/20/2023,687
AL3066,1/24/2023,111,2/5/2023,688
AL3067,11/14/2023,112,11/25/2023,689
AL3068,9/25/2023,113,10/9/2023,690
AL3069,11/11/2023,114,11/26/2023,691
AL3070,2/17/2023,115,2/28/2023,692
AL3071,1/3/2023,116,1/16/2023,693
AL3072,4/17/2023,117,4/29/2023,694
AL3073,6/26/2023,118,7/7/2023,695
AL3074,6/23/2023,119,7/3/2023,696
AL3075,10/10/2023,120,10/25/2023,697
AL3076,12/5/2023,121,12/17/2023,698
AL3077,1/24/2023,122,2/4/2023,699
AL3078,2/22/2023,123,3/4/2023,700
AL3079,10/22/2023,124,11/3/2023,701
AL3080,10/3/2023,125,10/14/2023,702
AL3081,12/19/2023,126,12/29/2023,703
AL3082,3/14/2023,127,3/26/2023,704
AL3083,4/6/2023,128,4/21/2023,705
AL3084,6/5/2023,129,6/16/2023,706
AL3085,11/6/2023,130,11/19/2023,707
AL3086,10/27/2023,131,11/9/2023,708
AL3087,4/15/2023,132,4/30/2023,709
AL3088,7/28/2023,133,8/10/2023,710
AL3089,9/22/2023,134,10/7/2023,711
AL3090,8/20/2023,135,9/4/2023,712
AL3091,6/6/2023,136,6/17/2023,713
AL3092,9/20/2023,137,10/4/2023,714
AL3093,5/17/2023,138,6/1/2023,715
AL3094,11/6/2023,139,11/19/2023,716
AL3095,8/28/2023,140,9/12/2023,717
AL3096,12/26/2023,141,1/9/2024,718
AL3097,3/2/2023,142,3/17/2023,719
AL3098,12/31/2023,143,1/11/2024,720
AL3099,10/27/2023,144,11/8/2023,721
AL3100,9/21/2023,145,10/4/2023,722
AL3101,7/27/2023,146,8/7/2023,723
AL3102,11/18/2023,147,12/3/2023,724
AL3103,11/20/2023,148,12/4/2023,725
AL3104,3/17/2023,149,3/29/2023,726
AL3105,10/19/2023,150,11/1/2023,727
AL3106,10/25/2023,151,11/4/2023,728
AL3107,3/8/2023,152,3/21/2023,729
AL3108,3/5/2023,153,3/16/2023,730
AL3109,11/22/2023,154,12/6/2023,731
AL3110,12/2/2023,155,12/13/2023,732
AL3111,8/6/2023,156,8/16/2023,733
AL3112,9/27/2023,157,10/8/2023,734
AL3113,8/14/2023,158,8/26/2023,735
AL3114,6/21/2023,159,7/2/2023,736
AL3115,8/10/2023,160,8/25/2023,737
AL3116,7/28/2023,161,8/9/2023,738
AL3117,5/30/2023,162,6/11/2023,739
AL3118,1/27/2023,163,2/10/2023,740
AL3119,6/13/2023,164,6/23/2023,741
AL3120,4/1/2023,165,4/14/2023,742
AL3121,3/1/2023,166,3/14/2023,743
AL3122,3/30/2023,167,4/9/2023,744
AL3123,3/8/2023,168,3/21/2023,745
AL3124,1/14/2023,169,1/24/2023,746
AL3125,12/13/2023,170,12/28/2023,747
AL3126,1/27/2023,171,2/8/2023,748
AL3127,2/2/2023,172,2/17/2023,749
AL3128,6/11/2023,173,6/23/2023,750
AL3129,8/15/2023,174,8/26/2023,751
AL3130,1/3/2023,175,1/13/2023,752
AL3131,4/14/2023,176,4/28/2023,753
AL3132,1/14/2023,177,1/24/2023,754
AL3133,7/15/2023,178,7/26/2023,755
AL3134,6/11/2023,179,6/26/2023,756
AL3135,10/29/2023,180,11/8/2023,757
AL3136,12/30/2023,181,1/12/2024,758
AL3137,2/14/2023,182,2/28/2023,759
AL3138,3/28/2023,183,4/12/2023,760
AL3139,7/2/2023,184,7/16/2023,761
AL3140,1/28/2023,185,2/11/2023,762
AL3141,7/26/2023,186,8/6/2023,763
AL3142,6/5/2023,187,6/17/2023,764
AL3143,1/10/2023,188,1/20/2023,765
AL3144,1/22/2023,189,2/4/2023,766
AL3145,5/2/2023,190,5/17/2023,767
AL3146,4/2/2023,191,4/13/2023,768
AL3147,5/10/2023,192,5/24/2023,769
AL3148,4/30/2023,193,5/11/2023,770
AL3149,7/27/2023,194,8/10/2023,771
AL3150,5/12/2023,195,5/26/2023,772
AL3151,10/9/2023,196,10/24/2023,773
AL3152,10/13/2023,197,10/28/2023,774
AL3153,5/10/2023,1,5/25/2023,775
AL3154,11/29/2023,2,12/9/2023,776
AL3155,1/16/2023,3,1/31/2023,777
AL3156,2/12/2023,4,2/25/2023,778
AL3157,11/25/2023,5,12/9/2023,779
AL3158,12/20/2023,6,12/30/2023,780
AL3159,9/10/2023,7,9/21/2023,781
AL3160,7/27/2023,8,8/11/2023,782
AL3161,7/30/2023,9,8/14/2023,783
AL3162,11/5/2023,10,11/18/2023,784
AL3163,4/3/2023,11,4/18/2023,785
AL3164,10/6/2023,12,10/19/2023,786
AL3165,5/25/2023,13,6/4/2023,787
AL3166,1/1/2024,14,1/11/2024,788
AL3167,7/25/2023,15,8/8/2023,789
AL3168,7/20/2023,16,7/31/2023,790
AL3169,1/7/2023,17,1/19/2023,791
AL3170,3/4/2023,18,3/16/2023,792
AL3171,8/17/2023,19,8/31/2023,793
AL3172,8/25/2023,20,9/7/2023,794
AL3173,5/9/2023,21,5/19/2023,795
AL3174,7/21/2023,22,8/1/2023,796
AL3175,5/2/2023,23,5/15/2023,797
AL3176,11/30/2023,24,12/13/2023,798
AL3177,11/16/2023,25,11/27/2023,799
AL3178,7/7/2023,26,7/17/2023,800
AL3179,6/4/2023,27,6/17/2023,801
AL3180,2/8/2023,28,2/22/2023,802
AL3181,9/10/2023,29,9/25/2023,803
AL3182,2/4/2023,30,2/19/2023,804
AL3183,2/6/2023,31,2/19/2023,805
AL3184,11/22/2023,32,12/2/2023,806
AL3185,5/9/2023,33,5/22/2023,807
AL3186,10/1/2023,34,10/14/2023,808
AL3187,2/15/2023,35,2/26/2023,809
AL3188,5/23/2023,36,6/3/2023,810
AL3189,5/28/2023,37,6/8/2023,811
AL3190,2/9/2023,38,2/20/2023,812
AL3191,7/11/2023,39,7/23/2023,813
AL3192,3/23/2023,40,4/6/2023,814
AL3193,11/8/2023,41,11/21/2023,815
AL3194,4/19/2023,42,4/29/2023,816
AL3195,5/7/2023,43,5/21/2023,817
AL3196,10/30/2023,44,11/10/2023,818
AL3197,6/26/2023,45,7/11/2023,819
AL3198,5/10/2023,46,5/24/2023,820
AL3199,2/5/2023,47,2/17/2023,821
AL3200,2/19/2023,48,3/3/2023,822
AL3201,4/23/2023,49,5/7/2023,823
AL3202,12/5/2023,50,12/16/2023,824
AL3203,5/4/2023,51,5/19/2023,825
AL3204,4/9/2023,52,4/20/2023,826
AL3205,8/18/2023,53,8/30/2023,827
AL3206,9/11/2023,54,9/22/2023,828
AL3207,11/10/2023,55,11/25/2023,829
AL3208,2/11/2023,56,2/22/2023,830
AL3209,2/28/2023,57,3/14/2023,831
AL3210,9/23/2023,58,10/8/2023,832
AL3211,10/23/2023,59,11/7/2023,833
AL3212,4/27/2023,60,5/10/2023,834
AL3213,11/18/2023,61,12/1/2023,835
AL3214,2/2/2023,62,2/12/2023,836
AL3215,11/26/2023,63,12/11/2023,837
AL3216,1/17/2023,64,1/27/2023,838
AL3217,5/26/2023,65,6/7/2023,839
AL3218,4/10/2023,66,4/21/2023,840
AL3219,4/1/2023,67,4/11/2023,841
AL3220,4/14/2023,68,4/25/2023,842
AL3221,7/16/2023,69,7/29/2023,843
AL3222,4/6/2023,70,4/19/2023,844
AL3223,11/10/2023,71,11/22/2023,845
AL3224,6/30/2023,72,7/14/2023,846
AL3225,3/13/2023,73,3/25/2023,847
AL3226,6/29/2023,74,7/13/2023,848
AL3227,4/28/2023,75,5/9/2023,849
AL3228,9/5/2023,76,9/17/2023,850
AL3229,10/31/2023,77,11/14/2023,851
AL3230,1/15/2023,78,1/30/2023,852
AL3231,4/29/2023,79,5/9/2023,853
AL3232,10/2/2023,80,10/17/2023,854
AL3233,11/4/2023,81,11/17/2023,855
AL3234,9/14/2023,82,9/29/2023,856
AL3235,4/11/2023,83,4/23/2023,56
AL3236,7/18/2023,84,7/30/2023,57
AL3237,10/30/2023,85,11/14/2023,58
AL3238,1/21/2023,86,1/31/2023,59
AL3239,8/3/2023,87,8/16/2023,60
AL3240,4/6/2023,88,4/20/2023,61
AL3241,7/20/2023,89,7/31/2023,62
AL3242,3/4/2023,90,3/19/2023,63
AL3243,8/1/2023,91,8/14/2023,64
AL3244,9/26/2023,92,10/10/2023,65
AL3245,8/24/2023,93,9/3/2023,66
AL3246,4/6/2023,94,4/21/2023,67
AL3247,7/21/2023,95,8/1/2023,68
AL3248,12/13/2023,96,12/23/2023,69
AL3249,5/30/2023,97,6/10/2023,70
AL3250,5/8/2023,98,5/18/2023,71
AL3251,2/5/2023,99,2/17/2023,72
AL3252,8/18/2023,100,8/31/2023,73
AL3253,5/24/2023,101,6/6/2023,74
AL3254,1/16/2023,102,1/30/2023,75
AL3255,4/15/2023,103,4/26/2023,76
AL3256,10/6/2023,104,10/18/2023,77
AL3257,12/4/2023,105,12/16/2023,78
AL3258,10/31/2023,106,11/12/2023,79
AL3259,1/9/2023,107,1/24/2023,80
AL3260,6/25/2023,108,7/6/2023,81
AL3261,5/1/2023,109,5/14/2023,82
AL3262,12/18/2023,110,12/28/2023,83
AL3263,10/23/2023,111,11/2/2023,84
AL3264,3/25/2023,112,4/8/2023,85
AL3265,12/9/2023,113,12/20/2023,86
AL3266,6/17/2023,114,6/30/2023,87
AL3267,2/28/2023,115,3/13/2023,88
AL3268,3/1/2023,116,3/14/2023,89
AL3269,1/15/2023,117,1/29/2023,90
AL3270,4/14/2023,118,4/27/2023,91
AL3271,7/26/2023,119,8/9/2023,92
AL3272,11/5/2023,120,11/19/2023,93
AL3273,7/28/2023,121,8/12/2023,94
AL3274,7/3/2023,122,7/13/2023,95
AL3275,9/26/2023,123,10/7/2023,96
AL3276,6/1/2023,124,6/13/2023,97
AL3277,8/6/2023,125,8/19/2023,98
AL3278,5/6/2023,126,5/20/2023,99
AL3279,2/24/2023,127,3/11/2023,100
AL3280,3/17/2023,128,4/1/2023,101
AL3281,3/21/2023,129,4/3/2023,102
AL3282,3/19/2023,130,3/31/2023,103
AL3283,11/1/2023,131,11/14/2023,104
AL3284,8/15/2023,132,8/30/2023,105
AL3285,1/8/2023,133,1/18/2023,106
AL3286,4/7/2023,134,4/20/2023,107
AL3287,10/15/2023,135,10/30/2023,108
AL3288,11/10/2023,136,11/24/2023,109
AL3289,4/13/2023,137,4/28/2023,110
AL3290,9/24/2023,138,10/5/2023,111
AL3291,11/9/2023,139,11/20/2023,112
AL3292,1/9/2023,140,1/22/2023,113
AL3293,1/18/2023,141,1/28/2023,114
AL3294,8/12/2023,142,8/26/2023,115
AL3295,1/8/2023,143,1/19/2023,116
AL3296,10/30/2023,144,11/9/2023,117
AL3297,4/7/2023,145,4/19/2023,118
AL3298,4/25/2023,146,5/9/2023,119
AL3299,6/19/2023,147,6/30/2023,120
AL3300,1/21/2023,148,2/5/2023,121
AL3301,1/16/2023,149,1/28/2023,122
AL3302,9/11/2023,150,9/23/2023,123
AL3303,8/23/2023,151,9/7/2023,124
AL3304,2/3/2023,152,2/15/2023,125
AL3305,3/9/2023,153,3/23/2023,126
AL3306,10/22/2023,154,11/3/2023,127
AL3307,9/1/2023,155,9/11/2023,128
AL3308,5/16/2023,156,5/28/2023,129
AL3309,9/13/2023,157,9/25/2023,130
AL3310,5/20/2023,158,5/30/2023,131
AL3311,12/21/2023,159,1/2/2024,132
AL3312,2/12/2023,160,2/26/2023,133
AL3313,9/2/2023,161,9/15/2023,134
AL3314,10/5/2023,162,10/16/2023,135
AL3315,11/30/2023,163,12/14/2023,136
AL3316,12/7/2023,164,12/20/2023,137
AL3317,1/7/2023,165,1/17/2023,138
AL3318,3/29/2023,166,4/9/2023,139
AL3319,6/12/2023,167,6/27/2023,140
AL3320,11/10/2023,168,11/25/2023,141
AL3321,2/12/2023,169,2/23/2023,142
AL3322,7/1/2023,170,7/11/2023,143
AL3323,2/22/2023,171,3/8/2023,144
AL3324,9/9/2023,172,9/21/2023,145
AL3325,3/31/2023,173,4/14/2023,146
AL3326,3/19/2023,174,3/31/2023,147
AL3327,9/3/2023,175,9/13/2023,148
AL3328,12/22/2023,176,1/5/2024,149
AL3329,10/29/2023,177,11/12/2023,150
AL3330,9/2/2023,178,9/14/2023,151
AL3331,11/27/2023,179,12/8/2023,152
AL3332,5/20/2023,180,6/1/2023,153
AL3333,6/10/2023,181,6/25/2023,154
AL3334,4/7/2023,182,4/22/2023,155
AL3335,10/12/2023,183,10/27/2023,156
AL3336,4/21/2023,184,5/1/2023,157
AL3337,1/15/2023,185,1/26/2023,158
AL3338,2/8/2023,186,2/20/2023,159
AL3339,3/5/2023,187,3/19/2023,160
AL3340,1/11/2023,188,1/23/2023,161
AL3341,6/17/2023,189,6/28/2023,162
AL3342,6/21/2023,190,7/4/2023,163
AL3343,6/28/2023,191,7/10/2023,164
AL3344,7/15/2023,192,7/30/2023,165
AL3345,3/16/2023,193,3/27/2023,166
AL3346,9/22/2023,194,10/7/2023,167
AL3347,12/30/2023,195,1/12/2024,168
AL3348,10/4/2023,196,10/15/2023,169
AL3349,5/12/2023,197,5/22/2023,170
AL3350,7/19/2023,1,7/29/2023,171
AL3351,11/15/2023,2,11/29/2023,172
AL3352,7/7/2023,3,7/19/2023,173
AL3353,7/10/2023,4,7/22/2023,174
AL3354,10/10/2023,5,10/20/2023,175
AL3355,1/20/2023,6,2/4/2023,176
AL3356,7/11/2023,7,7/23/2023,177
AL3357,11/26/2023,8,12/11/2023,178
AL3358,10/12/2023,9,10/25/2023,179
AL3359,4/15/2023,10,4/28/2023,180
AL3360,10/10/2023,11,10/25/2023,181
AL3361,8/30/2023,12,9/13/2023,182
AL3362,12/24/2023,13,1/7/2024,183
AL3363,3/25/2023,14,4/5/2023,184
AL3364,9/8/2023,15,9/22/2023,185
AL3365,8/28/2023,16,9/10/2023,186
AL3366,1/3/2023,17,1/18/2023,187
AL3367,1/12/2023,18,1/22/2023,188
AL3368,8/17/2023,19,9/1/2023,189
AL3369,5/13/2023,20,5/28/2023,190
AL3370,11/12/2023,21,11/23/2023,191
AL3371,1/8/2023,22,1/23/2023,192
AL3372,7/3/2023,23,7/13/2023,193
AL3373,2/28/2023,24,3/10/2023,194
AL3374,9/12/2023,25,9/25/2023,195
AL3375,3/12/2023,26,3/23/2023,196
AL3376,7/8/2023,27,7/22/2023,197
AL3377,10/20/2023,28,11/1/2023,198
AL3378,11/14/2023,29,11/29/2023,199
AL3379,2/27/2023,30,3/13/2023,200
AL3380,1/29/2023,31,2/12/2023,201
AL3381,3/29/2023,32,4/12/2023,202
AL3382,7/29/2023,33,8/8/2023,203
AL3383,1/2/2023,34,1/12/2023,204
AL3384,5/27/2023,35,6/11/2023,205
AL3385,2/16/2023,36,2/28/2023,206
AL3386,7/25/2023,37,8/5/2023,207
AL3387,12/19/2023,38,1/3/2024,208
AL3388,3/3/2023,39,3/14/2023,209
AL3389,10/21/2023,40,11/3/2023,210
AL3390,9/8/2023,41,9/19/2023,211
AL3391,5/17/2023,42,5/29/2023,212
AL3392,4/8/2023,43,4/19/2023,213
AL3393,10/5/2023,44,10/19/2023,214
AL3394,11/19/2023,45,12/2/2023,215
AL3395,5/16/2023,46,5/27/2023,216
AL3396,12/10/2023,47,12/23/2023,217
AL3397,10/14/2023,48,10/24/2023,218
AL3398,8/13/2023,49,8/26/2023,219
AL3399,5/21/2023,50,6/3/2023,220
AL3400,11/22/2023,51,12/7/2023,221
AL3401,9/21/2023,52,10/5/2023,222
AL3402,2/9/2023,53,2/22/2023,223
AL3403,5/17/2023,54,5/29/2023,224
AL3404,12/6/2023,55,12/16/2023,225
AL3405,8/23/2023,56,9/6/2023,226
AL3406,11/24/2023,57,12/6/2023,227
AL3407,2/17/2023,58,3/4/2023,228
AL3408,5/28/2023,59,6/9/2023,229
AL3409,4/14/2023,60,4/27/2023,230
AL3410,5/30/2023,61,6/11/2023,231
AL3411,10/24/2023,62,11/7/2023,232
AL3412,12/21/2023,63,1/4/2024,233
AL3413,4/4/2023,64,4/18/2023,234
AL3414,9/3/2023,65,9/14/2023,235
AL3415,9/20/2023,66,10/2/2023,236
AL3416,6/22/2023,67,7/7/2023,237
AL3417,10/17/2023,68,10/29/2023,238
AL3418,7/22/2023,69,8/3/2023,239
AL3419,10/20/2023,70,11/2/2023,240
AL3420,1/22/2023,71,2/2/2023,241
AL3421,9/27/2023,72,10/10/2023,242
AL3422,6/14/2023,73,6/26/2023,243
AL3423,11/15/2023,74,11/26/2023,244
AL3424,12/5/2023,75,12/16/2023,245
AL3425,3/30/2023,76,4/12/2023,246
AL3426,2/15/2023,77,2/26/2023,247
AL3427,6/17/2023,78,6/30/2023,248
AL3428,11/13/2023,79,11/27/2023,249
AL3429,6/9/2023,80,6/19/2023,250
AL3430,6/9/2023,81,6/22/2023,251
AL3431,6/2/2023,82,6/13/2023,252
AL3432,8/16/2023,83,8/30/2023,253
AL3433,6/25/2023,84,7/8/2023,254
AL3434,8/21/2023,85,9/5/2023,255
AL3435,12/11/2023,86,12/24/2023,256
AL3436,1/27/2023,87,2/7/2023,257
AL3437,7/19/2023,88,8/3/2023,258
AL3438,1/17/2023,89,1/30/2023,259
AL3439,2/20/2023,90,3/5/2023,260
AL3440,6/21/2023,91,7/3/2023,261
AL3441,12/13/2023,92,12/23/2023,262
AL3442,2/12/2023,93,2/25/2023,263
AL3443,2/3/2023,94,2/14/2023,264
AL3444,11/20/2023,95,12/3/2023,265
AL3445,11/13/2023,96,11/26/2023,266
AL3446,4/22/2023,97,5/5/2023,267
AL3447,2/7/2023,98,2/19/2023,268
AL3448,9/17/2023,99,9/28/2023,269
AL3449,5/6/2023,100,5/16/2023,270
AL3450,7/14/2023,101,7/24/2023,271
AL3451,2/24/2023,102,3/8/2023,272
AL3452,2/13/2023,103,2/23/2023,273
AL3453,3/1/2023,104,3/15/2023,274
AL3454,1/9/2023,105,1/23/2023,275
AL3455,2/9/2023,106,2/24/2023,276
AL3456,8/28/2023,107,9/11/2023,277
AL3457,7/7/2023,108,7/21/2023,278
AL3458,8/2/2023,109,8/12/2023,279
AL3459,11/20/2023,110,12/1/2023,280
AL3460,7/17/2023,111,7/28/2023,281
AL3461,12/3/2023,112,12/13/2023,282
AL3462,5/2/2023,113,5/15/2023,283
AL3463,6/13/2023,114,6/27/2023,284
AL3464,1/3/2023,115,1/17/2023,285
AL3465,11/12/2023,116,11/22/2023,286
AL3466,8/13/2023,117,8/26/2023,287
AL3467,2/7/2023,118,2/19/2023,288
AL3468,9/9/2023,119,9/19/2023,289
AL3469,8/10/2023,120,8/25/2023,290
AL3470,7/17/2023,121,7/27/2023,291
AL3471,9/17/2023,122,9/28/2023,292
AL3472,9/14/2023,123,9/25/2023,293
AL3473,12/20/2023,124,1/1/2024,294
AL3474,4/7/2023,125,4/21/2023,295
AL3475,7/26/2023,126,8/7/2023,296
AL3476,10/20/2023,127,11/4/2023,297
AL3477,7/24/2023,128,8/3/2023,298
AL3478,7/22/2023,129,8/4/2023,299
AL3479,11/1/2023,130,11/11/2023,300
AL3480,11/9/2023,131,11/23/2023,301
AL3481,8/13/2023,132,8/26/2023,302
AL3482,8/20/2023,133,8/30/2023,303
AL3483,2/13/2023,134,2/24/2023,304
AL3484,2/20/2023,135,3/5/2023,305
AL3485,3/20/2023,136,3/30/2023,306
AL3486,4/29/2023,137,5/12/2023,307
AL3487,4/26/2023,138,5/6/2023,308
AL3488,5/15/2023,139,5/29/2023,309
AL3489,1/19/2023,140,1/31/2023,310
AL3490,8/1/2023,141,8/12/2023,311
AL3491,4/19/2023,142,5/4/2023,312
AL3492,3/27/2023,143,4/10/2023,313
AL3493,3/17/2023,144,3/30/2023,314
AL3494,2/5/2023,145,2/18/2023,315
AL3495,1/30/2023,146,2/12/2023,316
AL3496,6/23/2023,147,7/8/2023,317
AL3497,4/23/2023,148,5/8/2023,318
AL3498,8/1/2023,149,8/13/2023,319
AL3499,9/5/2023,150,9/20/2023,320
AL3500,1/5/2023,151,1/16/2023,321
AL3501,7/4/2023,152,7/14/2023,322
AL3502,2/13/2023,153,2/26/2023,323
AL3503,1/7/2023,154,1/19/2023,324
AL3504,3/2/2023,155,3/16/2023,325
AL3505,10/31/2023,156,11/15/2023,326
AL3506,1/4/2023,157,1/16/2023,327
AL3507,6/18/2023,158,6/30/2023,328
AL3508,11/16/2023,159,12/1/2023,329
AL3509,8/22/2023,160,9/6/2023,330
AL3510,12/6/2023,161,12/16/2023,331
AL3511,7/16/2023,162,7/29/2023,332
AL3512,12/31/2023,163,1/10/2024,333
AL3513,8/7/2023,164,8/20/2023,334
AL3514,9/24/2023,165,10/5/2023,335
AL3515,10/8/2023,166,10/18/2023,336
AL3516,9/27/2023,167,10/11/2023,337
AL3517,11/16/2023,168,11/26/2023,338
AL3518,11/11/2023,169,11/26/2023,339
AL3519,11/25/2023,170,12/5/2023,340
AL3520,9/3/2023,171,9/15/2023,341
AL3521,3/28/2023,172,4/9/2023,342
AL3522,10/11/2023,173,10/22/2023,343
AL3523,12/23/2023,174,1/7/2024,344
AL3524,4/20/2023,175,4/30/2023,345
AL3525,2/28/2023,176,3/14/2023,346
AL3526,5/31/2023,177,6/13/2023,347
AL3527,8/7/2023,178,8/22/2023,348
AL3528,10/18/2023,179,10/28/2023,349
AL3529,3/1/2023,180,3/11/2023,350
AL3530,9/4/2023,181,9/15/2023,351
AL3531,6/17/2023,182,6/28/2023,352
AL3532,10/20/2023,183,11/4/2023,353
AL3533,9/3/2023,184,9/13/2023,354
AL3534,2/18/2023,185,3/5/2023,355
AL3535,10/20/2023,186,10/31/2023,356
AL3536,8/29/2023,187,9/9/2023,357
AL3537,5/25/2023,188,6/8/2023,358
AL3538,1/16/2023,189,1/29/2023,359
AL3539,10/8/2023,190,10/21/2023,360
AL3540,7/11/2023,191,7/21/2023,361
AL3541,1/20/2023,192,2/3/2023,362
AL3542,8/20/2023,193,9/1/2023,363
AL3543,11/13/2023,194,11/26/2023,364
AL3544,12/11/2023,195,12/26/2023,365
AL3545,8/12/2023,196,8/22/2023,366
AL3546,10/17/2023,197,10/27/2023,367
AL3547,1/29/2023,1,2/8/2023,368
AL3548,7/17/2023,2,7/31/2023,369
AL3549,9/29/2023,3,10/14/2023,370
AL3550,5/5/2023,4,5/18/2023,371
AL3551,8/8/2023,5,8/22/2023,372
AL3552,6/13/2023,6,6/25/2023,373
AL3553,6/8/2023,7,6/23/2023,374
AL3554,2/25/2023,8,3/9/2023,375
AL3555,4/20/2023,9,5/1/2023,376
AL3556,1/30/2023,10,2/9/2023,377
AL3557,1/4/2023,11,1/19/2023,378
AL3558,6/24/2023,12,7/7/2023,379
AL3559,11/10/2023,13,11/23/2023,380
AL3560,9/24/2023,14,10/5/2023,381
AL3561,1/1/2024,15,1/12/2024,382
AL3562,12/2/2023,16,12/16/2023,383
AL3563,4/14/2023,17,4/27/2023,384
AL3564,3/6/2023,18,3/19/2023,385
AL3565,2/9/2023,19,2/23/2023,386
AL3566,9/11/2023,20,9/22/2023,387
AL3567,3/19/2023,21,3/30/2023,388
AL3568,7/22/2023,22,8/3/2023,389
AL3569,6/2/2023,23,6/12/2023,390
AL3570,1/5/2023,24,1/15/2023,391
AL3571,10/7/2023,25,10/22/2023,392
AL3572,1/18/2023,26,1/28/2023,393
AL3573,10/28/2023,27,11/9/2023,394
AL3574,12/19/2023,28,1/2/2024,395
AL3575,12/13/2023,29,12/28/2023,396
AL3576,10/15/2023,30,10/25/2023,397
AL3577,3/10/2023,31,3/24/2023,398
AL3578,7/1/2023,32,7/11/2023,399
