EquipmentName,EquipmentCode,RegulationID,DepartmentID,UserID
"Kit, Identification, Pseudomonas",JSZ,R001,162,18
"Monitor, Microbial Growth",JTA,R002,163,19
"Device, Media Dispensing/Stacking",JTB,R003,164,20
"Device, Microtiter Diluting/Dispensing",JTC,R004,165,21
"Plasma, Coagulase, Human, Horse And Rabbit",JTL,R005,166,22
Anaerobic Box Glove,JTM,R006,167,23
"Susceptibility Test Discs, Antimicrobial",JTN,R007,168,24
"Discs, Strips And Reagents, Microorganism Differentiation",JTO,R008,169,25
"Bath, Incubators/Water, All",JTQ,R009,170,26
"Kit, Quality Control For Culture Media",JTR,R010,171,27
"Susceptibility Test Powders, Antimicrobial",JTT,R011,172,28
"System, Transport, Aerobic",JTW,R012,173,29
"Transport Systems, Anaerobic",JTX,R013,174,30
"Culture Media, For Isolation Of Pathogenic Neisseria",JTY,R014,175,31
"Culture Media, Antimicrobial Susceptibility Test, Mueller Hinton Agar/Broth",JTZ,R015,176,32
"Antigen, Positive Control, Cryptococcus Neoformans",JWK,R016,177,33
"Antigen, Treponema Pallidum For Fta-Abs Test",JWL,R017,178,34
"Antigen, Cf, Aspergillus Spp.",JWT,R018,179,35
"Antigen, Cf, B. Dermatitidis",JWW,R019,180,36
"Kit, Screening, Staphylococcus Aureus",JWX,R020,181,37
Manual Antimicrobial Susceptibility Test Systems,JWY,R021,182,38
"Kit, Screening, Trichomonas",JWZ,R022,183,39
"Kit, Screening, Urine",JXA,R023,184,40
"Kit, Identification, Yeast",JXB,R024,185,41
"Kit, Screening, Yeast",JXC,R025,186,42
"Antiserum, Positive Control, Aspergillus Spp.",KFG,R026,187,43
"Antiserum, Positive Control, Blastomyces Dermatitidis",KFH,R027,188,44
"Strip, Virulence, Corynebacterium Diphtheriae",KFI,R028,189,45
"Antigen, Id, Ha, Cep, Entamoeba Histolytica & Rel. Spp.",KHW,R029,190,46
"Antisera, C. Acnes",KLH,R030,191,47
Automated Colony Counter,KZB,R001,192,48
Manual Colony Counter,KZC,R002,193,49
"Culture Media, Enriched",KZI,R003,194,50
"Device, Gas Generating",KZJ,R004,195,51
"Reader, Zone, Automated",KZK,R005,196,52
"Enzyme Linked Immunoabsorbent Assay, Rubella",LFX,R006,197,53
"Enzyme Linked Immunoabsorbent Assay, Varicella-Zoster",LFY,R007,1,54
"Enzyme Linked Immunoabsorbent Assay, Cytomegalovirus",LFZ,R008,2,55
"Device, Oxidase Test For Gonorrhea",LGA,R009,3,56
Gonococcal Antibody Tests,LGB,R010,4,57
"Enzyme Linked Immunoabsorbent Assay, Herpes Simplex Virus, Non-Specific",LGC,R011,5,58
"Enzyme Linked Immunoabsorbent Assay, Toxoplasma Gondii",LGD,R012,6,59
Staphylococcus Aureus Protein A Insoluble,LHJ,R013,7,60
"Antigen, Id, Candida Albicans",LHK,R014,8,61
"Reagents, Antibody, Legionella, Direct & Indirect Fluorescent",LHL,R015,9,62
Staphylococcus Aureus Somatic Antigens,LHT,R016,10,63
"Erythrocyte Suspension, Multi Species, Serological Reagent And Equipment",LHW,R017,11,64
"Antigens, All Groups, Shigella Spp.",LIA,R018,12,65
"Device, General Purpose, Microbiology, Diagnostic",LIB,R019,13,66
"Antiserum, Coagglutination (Direct) Neisseria Gonorrhoeae",LIC,R020,14,67
"Reagent/Device, Inoculum Calibration",LIE,R021,15,68
"Antisera, Conjugated Fluorescent, Cytomegalovirus",LIN,R022,16,69
"Device, Specimen Collection",LIO,R023,17,70
"Enzyme Linked Immunoabsorption Assay, Treponema Pallidum",LIP,R024,18,71
"Enzyme Linked Immunoabsorbent Assay, Rotavirus",LIQ,R025,19,72
"Antigen, Enzyme Linked Immunoabsorbent Assay, Neisseria Gonorrhoeae",LIR,R026,20,73
"Enzyme Linked Immunoabsorbent Assay, Rubeola Igg",LJB,R027,21,74
"Enzyme Linked Immunoabsorbent Assay, (Chlamydiae Group)",LJC,R028,22,75
"Device, Antimicrobial Drug Removal",LJF,R029,23,76
Quality Control Slides,LJG,R030,24,77
"Antisera, If, Toxoplasma Gondii",LJK,R001,25,78
"Antibody Igm, If, Epstein-Barr Virus",LJN,R002,26,79
"Antigen, Iha, Cytomegalovirus",LJO,R003,27,80
"Antiserum, Fluorescent, Chlamydia Trachomatis",LJP,R004,28,81
"Enzyme Linked Immunoabsorbent Assay, Mumps Virus",LJY,R005,29,82
"Enzyme Linked Immunoabsorbent Assay, Mycoplasma Spp.",LJZ,R006,30,83
"Culture Media, Antimicrobial Susceptibility Test",LKA,R007,31,84
"Antigens, Indirect Hemagglutination (Iha) Herpes Simplex Virus",LKC,R008,32,85
"Antisera, Immunoperoxidase, Chlamydia Spp.",LKH,R009,33,86
"Antisera, Fluorescent, Chlamydia Spp.",LKI,R010,34,87
"Antibody Igm,If, Cytomegalovirus Virus",LKQ,R011,35,88
"Device, Parasite Concentration",LKS,R012,36,89
"Respiratory Syncytial Virus, Antigen, Antibody, Ifa",LKT,R013,37,90
"Direct Agglutination Test, Toxoplasma Gondii",LLA,R014,38,91
"Reagents, Clostridium Difficile Toxin",LLH,R015,39,92
"Test, Antigen, Nuclear, Epstein-Barr Virus",LLM,R016,40,93
Hepatitis A Test (Antibody And Igm Antibody),LOL,R017,41,94
"System, Test, Automated, Antimicrobial Susceptibility, Short Incubation",LON,R018,42,95
"Reagent, Leishmanii Serological",LOO,R019,43,96
"Solution, Antimicrobial",LOP,R020,44,97
"Dna-Reagents, Mycobacterium Spp.",LQF,R021,45,98
"Dna-Reagents, Mycoplasma Spp.",LQG,R022,46,99
"Dna-Reagents, Legionella",LQH,R023,47,100
Gram Positive Identification Panel,LQL,R024,48,101
Gram Negative Identification Panel,LQM,R025,49,102
"Latex Agglutination Assay, Rubella",LQN,R026,50,103
"Dna-Reagents, Campylobacter Spp.",LQO,R027,51,104
Campylobacter Spp.,LQP,R028,52,105
"Candida Spp., Direct Antigen, Id",LRF,R029,53,106
Instrument For Auto Reader & Interpretation Of Overnight Suscept. Systems,LRG,R030,54,107
Instrument For Auto Reader Of Overnight Microorganism Identification System,LRH,R001,55,108
Neisseria Controls,LSC,R002,56,109
"Rubella, Other Assays",LSD,R003,57,110
"Epstein-Barr Virus, Other",LSE,R004,58,111
"Dna-Reagents, Epstein-Barr Virus",LSF,R005,59,112
"Candida Species, Antibody Detection",LSG,R006,60,113
"Antigen, Blastomyces Dermatitidis, Other",LSH,R007,61,114
"Antiserum, Blastomyces Dermatitidis, Other",LSI,R008,62,115
"Antigen, Rubella, Other",LSJ,R009,63,116
"Dna-Reagents, Chlamydia",LSK,R010,64,117
"Dna-Reagents, Neisseria",LSL,R011,65,118
"Dna-Reagents, Salmonella Spp.",LSM,R012,66,119
"Dna-Reagents, Shigella Spp.",LSN,R013,67,120
"Dna-Reagents, Cytomegalovirus",LSO,R014,68,121
"Reagent, Rickettsia Serological",LSQ,R015,69,122
"Reagent, Borrelia Serological Reagent",LSR,R016,70,123
"Test Reagents, Neisseria Gonorrhoeae Biochemical",LTS,R017,71,124
"Panels, Test, Susceptibility, Antimicrobial",LTT,R018,72,125
"Susceptibility Test Cards, Antimicrobial",LTW,R019,73,126
"Discs, Elution",LTX,R020,74,127
Pneumocystis Carinii,LYF,R021,75,128
Helicobacter Pylori,LYR,R022,76,129
"Dna-Probe, Reagent, Histoplasma Capsulatum",MBT,R023,77,130
"Antigen, C. Difficile",MCB,R024,78,131
"Dna-Probe, Haemophilus Spp.",MCC,R025,79,132
"Antigen, Ebv, Capsid",MCD,R026,80,133
Respiratory Syncytial Virus - Elisa,MCE,R027,81,134
"Dna-Probe, Agent, Listeria",MCG,R028,82,135
"Dna-Probe, Staphylococcus Aureus",MCS,R029,83,136
"Dna-Probe, Strep Pneumoniae",MCT,R030,84,137
"System, Blood Culturing",MDB,R001,85,138
Dna-Probe - Blastomyces Dermatitidis,MDC,R002,86,139
"Dna-Probe, Reagents, Cryptococcal",MDE,R003,87,140
"Dna-Probe, Reagents, Coccidioides Immitis",MDF,R004,88,141
"Reagents, Cysticercosis",MDJ,R005,89,142
"Dna-Probe, Reagents, Streptococcal",MDK,R006,90,143
"Elisa, Trichinella Spiralis",MDT,R007,91,144
"Antigen, Elisa, Cryptococcus",MDU,R008,92,145
C. Trachomatis (Chlamydia Group),MGM,R009,93,146
Giardia Spp.,MHI,R010,94,147
Cryptosporidium Spp.,MHJ,R011,95,148
"Enzyme Linked Immunosorbent Assay, T. Cruzi",MIU,R012,96,149
"Immunofluorescent Assay, T. Cruzi",MIV,R013,97,150
"Enzyme Linked Immunosorbent Assay, Coccidioides Immitis",MIY,R014,98,151
"Enzyme Linked Immunoabsorbent Assay, Histoplasma Capsulatum",MIZ,R015,99,152
"Susceptibility Test Powders, Antimycobacterial",MJA,R016,100,153
"Culture Media, Antimycobacteria, Susceptibility Test",MJD,R017,101,154
"Culture Media, Antifungal, Susceptibility Test",MJE,R018,102,155
"Legionella, Spp., Elisa",MJH,R019,103,156
"Dna Probe, Trichomonas Vaginalis",MJK,R020,104,157
"Eia, Blastomyces Dermatitidis",MJL,R021,105,158
"Dna Probe, Gardnerella Vaginalis",MJM,R022,106,159
"Dna Probe, Nucleic Acid Amplification, Chlamydia",MKZ,R023,107,160
"Dna Probe, Yeast",MLA,R024,108,161
"Test, Urea (Breath Or Blood)",MSQ,R025,109,162
"System, Nucleic Acid Amplification, Mycobacterium Tuberculosis Complex",MWA,R026,110,163
"Enzyme Linked Immunosorbent Assay, Herpes Simplex Virus, Hsv-1",MXJ,R027,111,164
"Enzyme Linked Immunosorbent Assay, Herpes Simplex Virus, Hsv-2",MYF,R028,112,165
"System, Test, Genotypic Detection, Resistant Markers, Staphylococcus Colonies",MYI,R029,113,166
"Test, Hiv Detection",MZF,R030,114,167
"Assay, Hybridization And/Or Nucleic Acid Amplification For Detection Of Hepatitis C Rna,Hepatitis C Virus",MZP,R001,115,168
"Assay, Nucleic Acid Amplification, Growth Identification, Mycobacterium Tuberculosis",NDZ,R002,116,169
"Assay, Endotoxin Activity, Chemiluminescent",NGS,R003,117,170
"Susceptibility Test Plate, Antifungal",NGZ,R004,118,171
"Assay, Nucleic Acid Amplification, Bacillus Anthracis",NHT,R005,119,172
"Assay, Direct, Nucleic Acid Amplification, Respiratory Syncytial Virus",NHY,R006,120,173
"Assay, Direct, Nucleic Acid Amplification, Parainfluenza Virus",NHZ,R007,121,174
"Assay, Direct, Nucleic Acid Amplification, Influenza Virus",NIA,R008,122,175
"System, Test, Genotypic Detection, Resistant Markers, Enterococcus Species",NIJ,R009,123,176
"System, Mycolic Acid Analysis, Mycobacterium Tuberculosis",NJO,R010,124,177
"Nucleic Acid Amplification Assay System, Group B Streptococcus, Direct Specimen Test",NJR,R011,125,178
"Antigen, Galactomannan, Aspergillus Spp.",NOM,R012,126,179
"Elisa, Antibody, West Nile Virus",NOP,R013,127,180
"Kit, Immunochromatographic, Bacillus Anthracis Differential Antibody",NPO,R014,128,181
"System, Nucleic Acid Amplification Test, Dna, Methicillin Resistant Staphylococcus Aureus, Direct Specimen",NQX,R015,129,182
"Antigen, Invasive Fungal Pathogens",NQZ,R016,130,183
"Enzyme Linked Immunoabsorbent Assay, Antibody, B. Anthracis",NRL,R017,131,184
"Antigen, Inflammatory Response Marker, Sepsis",NTM,R018,132,185
"Bacteriophage And Controls, B. Anthracis Lysis",NVQ,R019,133,186
"Gas Chromatography, Bacillus Anthracis Membrane Fatty Acids",NWZ,R020,134,187
"Nucleic Acid Amplification, Novel Influenza A Virus, A/H5 (Asian Lineage) Rna",NXD,R021,135,188
"Fish (Fluorescent In Situ Hybridization) Kit, Protein Nucleic Acid, Rna, Staphylococcus Aureus",NXX,R022,136,189
"Fish (Fluorescent In Situ Hybridization) Kit, Protein Nucleic Acid, Rna, Yeast",NZS,R023,137,190
"Fish (Fluorescent In Situ Hybridization) Kit, Protein Nucleic Acid, Enterococcus Faecalis",OAH,R024,138,191
"Assay, Enterovirus Nucleic Acid",OAI,R025,139,192
Plasmodium Spp. Detection Reagents,OAX,R026,140,193
"Assay, Genotyping, Hepatitis C Virus",OBF,R027,141,194
Respiratory Virus Panel Nucleic Acid Assay System,OCC,R028,142,195
Joint Biological Agent Identification And Diagnostic System (Jbaids) Tularemia Detection Kit,OEH,R029,143,196
Human Metapneumovirus (Hmpv) Rna Assay System,OEM,R030,144,197
Influenza A Virus Subtype Differentiation Nucleic Acid Assay,OEP,R001,145,198
Device To Detect Or Measure Nucleic Acid From Viruses Associated With Head And Neck Cancers,OJY,R002,146,199
"Antisera, Fluorescent, Human Metapneumovirus",OMG,R003,147,200
"Multiplex Flow Immunoassay, T. Gondii, Rubella And Cmv",OMI,R004,148,201
C. Difficile Nucleic Acid Amplification Test Assay,OMN,R005,149,202
"Novel Influenza A Virus, A/H5 Ns1 Protein",OMS,R006,150,203
Parainfluenza Multiplex Nucleic Acid Assay,OOU,R007,151,204
"Multiplex Immunoassay For Measles Virus, Mumps Virus, Rubella And Varicella Zoster Virus",OPL,R008,152,205
"Multiplex Immunoassay For T. Gondii, Rubella, Cytomegalovirus And Herpes Simplex Virus 1 And 2",OPM,R009,153,206
Herpes Simplex Virus Nucleic Acid Amplification Assay,OQO,R010,154,207
"2009 H1n1 Influenza Virus (Swine Origin), Nucleic Acid Or Antigen, Detection And Identification",OQW,R011,155,208
Dengue Serological Reagents,OSU,R012,156,209
Non-Sars Coronavirus Multiplex Nucleic Acid Assay,OTG,R013,157,210
Norovirus Serological Reagent,OUC,R014,158,211
Methicillin Resistant Staphylococcus Aureus/Methicillin Susceptible Staphylococcus Aureus Blood  Culture Test Bt,OUS,R015,159,212
Nucleic Amplification Assays For The Detection Of Leishmania Nucleic Acids,OUZ,R016,160,213
"Assay, Direct, Nucleic Acid Amplification, Q Fever",OVF,R017,161,214
"Immunohistochemical Assay, Helicobacter Pylori",OWF,R018,162,215
Anti-Jcv Antibody Detection Assay,OYP,R019,163,216
Group A Streptococcus Nucleic Acid Amplification Assay System,OYZ,R020,164,217
"Test, Urea Adult And Pediatric (Breath),",OZA,R021,165,218
Dengue Nucleic Acid Amplification Assay (Naat),OZB,R022,166,219
Influenza A And Influenza B Multiplex Nucleic Acid Assay,OZE,R023,167,220
C. Difficile Toxin Gene Amplification Assay,OZN,R024,168,221
Mycoplasma Pneumoniae Dna Assay System,OZX,R025,169,222
Chlamydophila Pneumoniae Dna Assay System,OZY,R026,170,223
Bordetella Pertussis Dna Assay System,OZZ,R027,171,224
Gram-Positive Bacteria And Their Resistance Markers,PAM,R028,172,225
Non-Variola Orthopoxvirus Real-Time Pcr Primer And Probe Set,PBK,R029,173,226
Gastrointestinal Pathogen Panel Multiplex Nucleic Acid-Based Assay System,PCH,R030,174,227
Gastrointestinal Bacterial Panel Multiplex Nucleic Acid-Based Assay System,PCI,R001,175,228
"Enzyme Linked Immunoabsorbent Assay, Rubeola Igm",PCL,R002,176,229
Gram-Negative Bacteria And Associated Resistance Markers,PEN,R003,177,230
"Fungal Organisms, Nucleic Acid-Based Assay",PEO,R004,178,231
"System, Nucleic Acid-Based, Mycobacterium Tuberculosis Complex, Resistance Marker, Direct Specimen",PEU,R005,179,232
"System, Mass Spectrometry, Maldi Tof, Microorganism Identification, Cultured Isolates",PEX,R006,180,233
Hsv-1 And Hsv-2 Cns Nucleic-Acid Based Panel,PGH,R007,181,234
"Herpes Virus (Vzv, Hsv1, Hsv2), Dna Detection Assay For Cutaneous And Mucocutaneous Lesion Samples",PGI,R008,182,235
"Groups A, C And G Beta-Hemolytic Streptococcus Nucleic Acid Amplification System",PGX,R009,183,236
Candida Species Nucleic Acid Detection System,PII,R010,184,237
Reagents For Detection Of Norovirus Nucleic Acid,PIQ,R011,185,238
Leishmania Spp. Antigen Detection Assay,PIT,R012,186,239
Meningitis/Encephalitis Pathogen Multiplex Nucleic Acid Detection System,PLO,R013,187,240
Assayed External Control Material For Microbiology Nucleic Acid Amplification (Nat) Assays,PMN,R014,188,241
Device To Detect And Measure Procalcitonin (Pct) In Human Clinical Specimens,PMT,R015,189,242
"System, Nucleic Acid Amplification Test, Dna, Carbapenem Non-Susceptible Gram Negative Organism, Colony",PMY,R016,190,243
"System, Nucleic Acid Amplification Test, Dna, Antimicrobial Resistance Marker, Direct Specimen",POC,R017,191,244
Microbial Colony Image Assessment System,PPU,R018,192,245
Vaginitis And Bacterial Vaginosis Nucleic Acid Detection System,PQA,R019,193,246
"Gbs Culture Media, Selective And Differential",PQZ,R020,194,247
Variola Virus Nucleic Acid-Based Detection Assay,PRA,R021,195,248
Rt-Qpcr Assay For Mrna Transcript Immune Biomarkers,PRE,R022,196,249
Positive Blood Culture Identification And Ast Kit,PRH,R023,197,250
Procalcitonin Assay,PRI,R024,1,251
"Devices Detecting Influenza A, B, And C Virus Antigens",PSZ,R025,2,252
Assay To Measure Pct To Aid In The Risk Assessment Of Critically Ill Patients On Their First Day Of Icu Admission,PTF,R026,3,253
"Phenotypic Test Kit, Non-Susceptible/Elevated Mic Organisms, Cultured Isolates",PTJ,R027,4,254
"Multiplex Flow Immunoassay, T. Gondii, Rubella, Cmv Igm",PUQ,R028,5,255
Rickettsia Spp. Nucleic Acid Based Detection Assay,PVQ,R029,6,256
"Fish (Fluorescence In Situ Hybridization) Kit, Nucleic Acid, Plasmodium Sp.",PYN,R030,7,257
Coccidioides Spp. Nucleic Acid Detection System For Respiratory Specimens,QAA,R001,8,258
Microbial Nucleic Acid Storage And Stabilization Device,QBD,R002,9,259
Lower Respiratory Microbial Nucleic Acid Detection System,QBH,R003,10,260
"Mass Spectrometry, Maldi Tof, Microorganism Identification, Cultured Isolates",QBN,R004,11,261
"System, Microbial Growth Monitor Of Normally Sterile Body Fluid Culture",QBQ,R005,12,262
Direct Blood Bacterial Nucleic Acid Detection System,QBX,R006,13,263
Assayed Quality Control Material For Clinical Microbiology Assays,QCH,R007,14,264
Dengue Virus Antigen Assay,QCU,R008,15,265
Respiratory Panel,QDP,R009,16,266
Qualitative Cytomegalovirus Nucleic Acid-Based Detection Device For Congenital Cytomegalovirus Infection,QDZ,R010,17,267
Nucleic Acid Detection System For Non-Viral Microorganism(S) Causing Sexually Transmitted Infections,QEP,R011,18,268
Assay For Detection Of Proteases In Chronic Wounds,QFA,R012,19,269
Zika Virus Serological Reagents,QFO,R013,20,270
Monocyte Distribution Width Quantitative Measurement For Sepsis Risk Assessment,QFS,R014,21,271
Lateral Flow Immunochromatography Assay For Host Infection Biomarkers,QGN,R015,22,272
Serology Tests Used For Infectious Disease Screening Of Blood And Plasma Donations,QHM,R016,23,273
Nucleic-Acid Tests Used For Infectious Disease Screening Of Blood And Plasma Donations,QHO,R017,24,274
Device To Detect Antigens Of Biothreat Microbial Agents In Human Clinical Specimens,QID,R018,25,275
Culture-Based Short-Term Incubation Antimicrobial Resistance Assay,QIV,R019,26,276
Nucleic Acid Amplification Test For The Quantitation Of Epstein-Barr Virus (Ebv) Dna,QLX,R020,27,277
"Transport Medium, Notified Per The Vtm Guidance",QMC,R021,28,278
Nucleic Acid Amplification Test For The Quantitation Of Bk Virus (Bk) Dna,QMI,R022,29,279
Device To Detect And Identify Selected Microbial Agents That Cause Acute Febrile Illness,QMV,R023,30,280
"Mass Spectrometry, Microorganism Identification, Blood Culture",QNJ,R024,31,281
Multi-Target Respiratory Specimen Nucleic Acid Test Including Sars-Cov-2 And Other Microbial Agents,QOF,R025,32,282
Device To Preserve And Stabilize Relative Abundances Of Microbial Nucleic Acids In Clinical Samples,QPO,R026,33,283
Immunoassay For Host Biomarkers Of Infection,QPS,R027,34,284
Automated System For Sample Preparation And Identification Of Microorganisms From Cultured Isolates By Mass Spectrometry,QQV,R028,35,285
Respiratory Specimen Nucleic Acid Sars-Cov-2 Test,QQX,R029,36,286
Culture Plate Imaging System For Qualitative Assessment Of Resistant Organisms,QQY,R030,37,287
Orthopedic Infection Microbial Multiplex Nucleic Acid Detection System,QSN,R001,38,288
Lab-Based Hiv Nat Diagnostic And/Or Supplemental Test,QST,R002,39,289
Point Of Care Hiv Serology Diagnostic And/Or Supplemental Test,QSU,R003,40,290
Point Of Care Hiv Nat Diagnostic And/Or Supplemental Test,QSV,R004,41,291
Assayed External Control Material For Microbiology Nucleic Acid Amplification (Nat) Assays For Blood Donor Screening.,QTM,R005,42,292
Deformability Cytometry For Sepsis Risk Assessment,QUT,R006,43,293
Simple In Vitro Diagnostic Device For The Detection Of Secreted Proteins From Bacillus Spp. In Human Clinical Samples,QUU,R007,44,294
Simple Point-Of-Care Device To Directly Detect Sars-Cov-2 Viral Targets From Clinical Specimens In Near-Patient Settings,QVF,R008,45,295
Sars-Cov-2 Serology Test,QVP,R009,46,296
Simple Point-Of-Care Device To Detect Sar-Cov-2 Nucleic Acid Targets From Clinical Specimens In Near-Patient Settings,QWR,R010,47,297
Lateral Flow Immunochromatography Assay For Host Biomarkers Of Respiratory Infection,QXA,R011,48,298
Mers-Cov And Common Respiratory Pathogens Multiplex Nucleic Acid Detection System,PZF,R012,49,299
Mers-Cov And Common Respiratory Pathogens Semi-Quantitative And Quantitative Multiplex Nucleic Acid Detection System,QDS,R013,50,300
"Test, Hepatitis B (B Core, Be Antigen, Be Antibody, B Core Igm)",LOM,R014,51,301
Hepatitis Delta Serological Reagents,LQI,R015,52,302
"Kit, Dna Detection, Human Papillomavirus",MAQ,R016,53,303
"Test, Anti-Tumor Cell Susceptibility",MHR,R017,54,304
Hepatitis Viral B Dna Detection,MKT,R018,55,305
"Assay,Enzyme Linked Immunosorbent,Parvovirus B19 Igg",MYL,R019,56,306
"Assay,Enzyme Linked Immunosorbent,Parvovirus B19 Igm",MYM,R020,57,307
"Assay, Enzyme Linked Immunosorbent, Hepatitis C Virus",MZO,R021,58,308
"Test, Immunity, Cell Mediated, Mycobacterium Tuberculosis",NCD,R022,59,309
"Test, Qualitative, Detection Of Dengue Igm And Igg Antibodies",NWY,R023,60,310
Yersinia Spp. Reagents,OIH,R024,61,311
"Mycobacterium Tuberculosis, Cell Mediated Immune Response, Enzyme-Linked Immunospot Test",OJN,R025,62,312
Enzyme Linked Immunosorbent Assay For The Detection Of Lipoarabinomannan Antigen Of Mycobacteria,OJO,R026,63,313
Whole Blood Pre-Treatment T-Cell Enrichment Reagent,ORL,R027,64,314
Research Use Only/Microbiology,OTT,R028,65,315
"Kit, Rna Detection, Human Papillomavirus",OYB,R029,66,316
Cytomegalovirus (Cmv) Dna Quantitative Assay,PAB,R030,67,317
Investigational Use Only - Microbiology,PCY,R001,68,318
"Reagents, Zika Virus Nucleic Acid",POA,R002,69,319
"Reagents, Ebola Zaire Virus (Detected In The West Africa Outbreak In 2014) Nucleic Acid",POG,R003,70,320
Zika Virus Serological Reagents (Emergency Use),PYS,R004,71,321
Multiple Osteoarticular Pathogen Antigen Kit,QHV,R005,72,322
Bartonella Spp. Serological Reagents,QIM,R006,73,323
Babesia Spp. Serological Reagents,QIN,R007,74,324
Anaplasma Spp. And Ehrlichia Spp. Serological Reagents,QIO,R008,75,325
Rickettsia Spp. (Spotted Fever Group Or Typhus Group) Serological Reagents,QIP,R009,76,326
Orientia Spp. (Scrub Typhus) Serological Reagents,QIQ,R010,77,327
"Reagents, 2019-Novel Coronavirus Nucleic Acid",QJR,R011,78,328
"Reagent, Coronavirus Serological",QKO,R012,79,329
Coronavirus Antigen Detection Test System.,QKP,R013,80,330
Covid-19 Multi-Analyte Respiratory Panel Nucleic Acid Devices,QLT,R014,81,331
Covid-19 Test Home Collection Kit Devices,QLW,R015,82,332
Covid-19 Multi-Analyte Antigen Device,QMN,R016,83,333
Coronavirus Marker Detection,QSH,R017,84,334
Hiv Self-Tests,QSS,R018,85,335
Ngs Whole Genome Sequencing For Sars-Cov-2 Genetic Analysis,QTA,R019,86,336
"Reagents, Monkeypox Virus Nucleic Acid.",QTP,R020,87,337
"Reagents, Non-Variola Orthopoxvirus Nucleic Acid.",QTQ,R021,88,338
"Guide, Wire, Catheter, Neurovasculature",MOF,R022,89,339
"System, Hypothermia, Intravenous, Cooling",NCX,R023,90,340
"System, Catheter Or Guidewire, Steerable (Magnetic)",NDQ,R024,91,341
"Catheter, Thrombus Retriever",NRY,R025,92,342
"Ultrasound, Infusion, System",NUI,R026,93,343
"Impedance Plethysmograph, Cranial",QAF,R027,94,344
Cranial Sound Monitor,QBE,R028,95,345
Cerebral Oximeter,QEM,R029,96,346
"Catheter, Percutaneous, Neurovasculature",QJP,R030,97,347
Neurosurgical Nerve Locator,PDQ,R001,98,348
Optical Neurosurgical Nerve Locator,QWP,R002,99,349
Non-Implanted Nerve Stimulator For Pain Associated With Irritable Bowel Syndrome (Ibs),QHH,R003,100,350
"Stimulator, Photic, Evoked Response",GWE,R004,101,351
"Stimulator, Electrical, Evoked Response",GWF,R005,102,352
"Endoscope, Neurological",GWG,R006,103,353
"Discriminator, Two-Point",GWI,R007,104,354
"Stimulator, Auditory, Evoked Response",GWJ,R008,105,355
"Conditioner, Signal, Physiological",GWK,R009,106,356
"Amplifier, Physiological Signal",GWL,R010,107,357
"Device, Monitoring, Intracranial Pressure",GWM,R011,108,358
Nystagmograph,GWN,R012,109,359
"Plate, Cranioplasty, Preformed, Alterable",GWO,R013,110,360
Full-Montage Standard Electroencephalograph,GWQ,R014,111,361
"Generator, Electroencephalograph Test Signal",GWR,R015,112,362
"Analyzer, Spectrum, Electroencephalogram Signal",GWS,R016,113,363
Ataxiagraph,GWW,R017,114,364
"Fork, Tuning",GWX,R018,115,365
Pinwheel,GWY,R019,116,366
Percussor,GWZ,R020,117,367
Esthesiometer,GXB,R021,118,368
"Device, Electroconvulsive Therapy",GXC,R022,119,369
"Generator, Lesion, Radiofrequency",GXD,R023,120,370
Leukotome,GXE,R024,121,371
"Device, Surgical, Cryogenic",GXH,R025,122,372
"Probe, Radiofrequency Lesion",GXI,R026,123,373
"Punch, Skull",GXJ,R027,124,374
"Screwdriver, Skullplate",GXL,R028,125,375
"Anvil, Skull Plate",GXM,R029,126,376
"Plate, Cranioplasty, Preformed, Non-Alterable",GXN,R030,127,377
"Strip, Craniosynostosis, Preformed",GXO,R001,128,378
Methyl Methacrylate For Cranioplasty,GXP,R002,129,379
Dura Substitute,GXQ,R003,130,380
"Cover, Burr Hole",GXR,R004,131,381
"Monitor, Alpha",GXS,R005,132,382
"Monitor, Lesion Temperature",GXT,R006,133,383
Echoencephalograph,GXW,R007,134,384
"Block, Test, Ultrasonic Scanner Calibration",GXX,R008,135,385
"Electrode, Cutaneous",GXY,R009,136,386
"Electrode, Needle",GXZ,R010,137,387
"Tester, Electrode/Lead, Electroencephalograph",GYA,R011,138,388
"Media, Electroconductive",GYB,R012,139,389
"Electrode, Cortical",GYC,R013,140,390
"Transducer, Tremor",GYD,R014,141,391
Encephalogram Telemetry System,GYE,R015,142,392
"Instrument, Shunt System Implantation",GYK,R016,143,393
"Stimulator, Intracerebral/Subcortical, Implanted",GYZ,R017,144,394
Implanted Cerebellar Stimulator,GZA,R018,145,395
"Stimulator, Spinal-Cord, Implanted (Pain Relief)",GZB,R019,146,396
"Stimulator, Peripheral Nerve, Implanted (Pain Relief)",GZF,R020,147,397
"Stimulator, Neuromuscular, External Functional",GZI,R021,148,398
"Stimulator, Nerve, Transcutaneous, For Pain Relief",GZJ,R022,149,399
"Electrode, Nasopharyngeal",GZK,R023,150,400
"Electrode, Depth",GZL,R024,151,401
"Analyzer, Rigidity",GZM,R025,152,402
Rheoencephalograph,GZN,R026,153,403
"Device, Galvanic Skin Response Measurement",GZO,R027,154,404
"Stimulator, Mechanical, Evoked Response",GZP,R028,155,405
"Instrument, Dowel Cutting",GZQ,R029,156,406
"Retractor, Self-Retaining, For Neurosurgery",GZT,R030,157,407
"Instrument, Microsurgical",GZX,R001,158,408
"Rongeur, Powered",HAD,R002,159,409
