OrderName,Description,ItemCode,ItemDescription,PartDescription,SupplierID,EquipmentID,TotalCost,Quantity
Diaphragmatic/Phrenic Nerve Laparoscopically-Implanted Stimulator,Description for Diaphragmatic/Phrenic Nerve Laparoscopically-Implanted Stimulator,BP0014,Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes,Hose heater wire 900mr751,121,4483,2543.971919,3
"Continuous Ventilator, Minimal Ventilatory Support","Description for Continuous Ventilator, Minimal Ventilatory Support",BP0004,Cables/ Lead Wires (or any part of it),3 Lead Wire,122,770,3091.14535,4
Neurological Stimulation For Emergency Use,Description for Neurological Stimulation For Emergency Use,BP0001,Batteries/ UPS,Battery Smart Pack,123,5768,3995.942287,6
Absorbable Lung Biopsy Plug,Description for Absorbable Lung Biopsy Plug,BP0020,Paddles/ Wheels/ Castors/Brakes,External Paddle for TEC-7621K,124,2795,1130.819137,10
Mechanical Ventilator,Description for Mechanical Ventilator,BP0025,Sensors/ Detectors,DROP SENSOR TERUMO TE-112,125,2713,3111.772233,6
"Needle, Emergency Airway","Description for Needle, Emergency Airway",BP0020,Paddles/ Wheels/ Castors/Brakes,CASTOR,126,4918,2594.716243,2
"Acid, Vanilmandelic, Diazo, P-Nitroaniline/Vanillin","Description for Acid, Vanilmandelic, Diazo, P-Nitroaniline/Vanillin",BP0001,Batteries/ UPS,Sypu Battery 12V 700Mah(3.6V-600Mah),127,4142,2327.378933,4
"Analyzer, Gas, Oxygen, Gaseous-Phase","Description for Analyzer, Gas, Oxygen, Gaseous-Phase",BP0004,Cables/ Lead Wires (or any part of it),SPO2 Nellcor Interm Cable,128,707,4854.432211,8
Retrograde Intubation Set,Description for Retrograde Intubation Set,BP0025,Sensors/ Detectors,Skin Temp Probe (CM-6450Y),129,4017,2502.680989,4
"Conduction, Anesthetic Needle (W/Wo Introducer)","Description for Conduction, Anesthetic Needle (W/Wo Introducer)",BP0028,Transducers/ Probes,Ultrasound Tranducer,130,196,4739.860611,1
"Analyzer, Gas, Carbon-Dioxide, Gaseous-Phase","Description for Analyzer, Gas, Carbon-Dioxide, Gaseous-Phase",BP0003,Bulbs/ Lamps,Bulb 15v 150W,131,51,1642.037014,8
"Attachment, Intermittent Mandatory Ventilation (Imv)","Description for Attachment, Intermittent Mandatory Ventilation (Imv)",BP0026,Solenoids/ Valves/ Gauges,BP SET MANUAL Rubber Ball with Control Valve,132,1936,2961.18969,7
"Ventilator, Continuous, Non-Life-Supporting","Description for Ventilator, Continuous, Non-Life-Supporting",BP0025,Sensors/ Detectors,Exhalation Flow Sensor MT for E360,133,2305,807.5315782,2
"Holding Chambers, Direct Patient Interface","Description for Holding Chambers, Direct Patient Interface",BP0013,Heater Elements,Heater Wire adaptor dual 900MR805 humidifier MR850,134,3116,3639.867155,8
Non-Bronchoscopic Bronchoalveolar Lavage Catheter,Description for Non-Bronchoscopic Bronchoalveolar Lavage Catheter,BP0012,Filters,FILTER ATOM,135,5606,2168.169123,1
"Valve, Pulmonary","Description for Valve, Pulmonary",BP0010,Electronic Components,FUSE,136,4343,4684.815804,6
"Ventilator, Continuous, Minimal Ventilatory Support, Facility Use","Description for Ventilator, Continuous, Minimal Ventilatory Support, Facility Use",BP0004,Cables/ Lead Wires (or any part of it),ECG 10 LEAD MORTARA,137,5882,4319.215006,10
"Drain, Tee (Water Trap) Percussor, Powered-Electric","Description for Drain, Tee (Water Trap) Percussor, Powered-Electric",BP0004,Cables/ Lead Wires (or any part of it),5-Lead Trunk Cable,138,1825,704.5613342,8
"Spirometer, Diagnostic Meter, Peak Flow, Spirometry","Description for Spirometer, Diagnostic Meter, Peak Flow, Spirometry",BP0025,Sensors/ Detectors,Oxygen Sensor HAMILTON,139,4795,1490.12341,1
"Table And Tray, Anesthesia Analyzer","Description for Table And Tray, Anesthesia Analyzer",BP0011,Equipment Specific Parts,User Interface Assembly,140,1460,786.603304,9
Anesthesia Kit,Description for Anesthesia Kit,BP0014,Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes,Swivel Air Hose With sensor,141,4245,1656.431737,2
"Needle, Conduction, Anesthesia, Reprocessed","Description for Needle, Conduction, Anesthesia, Reprocessed",BP0019,O-Rings/ Belts/ Seals/ Gaskets/ Washers,GREEN BELT,142,597,159.3568941,2
"Cylinder, Compressed Gas, And Valve","Description for Cylinder, Compressed Gas, And Valve",BP0001,Batteries/ UPS,BATTERY DOPPLER NICOLET,143,3695,4176.588777,6
Lung Tissue Sealant For Lung Volume Reduction,Description for Lung Tissue Sealant For Lung Volume Reduction,BP0012,Filters,Carbon Cartrid filter 10,144,5394,2048.01823,1
"Analyzer, Gas, Carbon-Dioxide, Partial Pressure, Blood-Phase, Indwelling","Description for Analyzer, Gas, Carbon-Dioxide, Partial Pressure, Blood-Phase, Indwelling",BP0012,Filters,Cartridge filter imicon 10,145,3583,1146.875126,4
External Airway,Description for External Airway,BP0005,Casing/ Covers/ Brackets/ Latches/ Part Holders,Cover Syringe pump,146,3943,4389.173104,10
"Applicator (Laryngo-Tracheal), Topical Anesthesia","Description for Applicator (Laryngo-Tracheal), Topical Anesthesia",BP0025,Sensors/ Detectors,Spo2 Extension sensor,147,5977,4060.370823,10
"Analyzer, Gas, Nitrogen, Gaseous-Phase","Description for Analyzer, Gas, Nitrogen, Gaseous-Phase",BP0003,Bulbs/ Lamps,Halogen Bulb 6V 30W (Philips),148,4441,733.9391171,2
"Analyzer, Gas, Carbon-Monoxide, Gaseous-Phase","Description for Analyzer, Gas, Carbon-Monoxide, Gaseous-Phase",BP0001,Batteries/ UPS,Rechargeable Batttery,149,326,4058.685717,3
Retrograde Intubation Set,Description for Retrograde Intubation Set,BP0004,Cables/ Lead Wires (or any part of it),FLOW SENSOR CONECTOR CABLE 8416600,150,5821,2862.034981,7
Chromatography Separation/Zimmerman 17-Ketogenic Steroids,Description for Chromatography Separation/Zimmerman 17-Ketogenic Steroids,BP0003,Bulbs/ Lamps,HALOGEN Bulb Derung 24v 75w,151,2778,1010.826425,4
"Support, Breathing Tube","Description for Support, Breathing Tube",BP0011,Equipment Specific Parts,Battery Oralix,152,1016,3566.515196,7
Intraoral Pressure Gradient Device,Description for Intraoral Pressure Gradient Device,BP0011,Equipment Specific Parts,Bulb mercury short ARC HBO 100/2,153,2224,2739.446889,3
"Monitor, Carbon-Dioxide, Cutaneous","Description for Monitor, Carbon-Dioxide, Cutaneous",BP0013,Heater Elements,900MR754 Heater Wire,154,1060,1929.918164,7
"Monitor, Airway Pressure (Includes Gauge And/Or Alarm) Cannula, Nasal, Oxygen","Description for Monitor, Airway Pressure (Includes Gauge And/Or Alarm) Cannula, Nasal, Oxygen",BP0013,Heater Elements,Heater Wire Adaptor 900MR559,155,1530,2206.780077,7
"Analyzer, Gas, Halothane, Gaseous-Phase (Anesthetic Conc.)","Description for Analyzer, Gas, Halothane, Gaseous-Phase (Anesthetic Conc.)",BP0011,Equipment Specific Parts,LAMB CARTRIDGE ASSY 6 SERIES )(608125-501),156,916,4529.652334,2
"Apparatus, Suction, Patient Care","Description for Apparatus, Suction, Patient Care",BP0001,Batteries/ UPS,Lithium ION Battery 3.6V(Red),157,1969,2483.608976,6
"Acid, Uric, Phosphotungstate Reduction","Description for Acid, Uric, Phosphotungstate Reduction",BP0003,Bulbs/ Lamps,Halogen Lamp,158,148,4168.496301,5
"Monitor, Airway Pressure (Includes Gauge And/Or Alarm) Cannula, Nasal, Oxygen","Description for Monitor, Airway Pressure (Includes Gauge And/Or Alarm) Cannula, Nasal, Oxygen",BP0001,Batteries/ UPS,Battery Pack BP55,159,2500,4246.626391,9
"Cart, Emergency, Cardiopulmonary (Excluding Equipment)","Description for Cart, Emergency, Cardiopulmonary (Excluding Equipment)",BP0008,Displays/ Backlights/ Panels,LCD MONITOR,160,462,1733.690063,1
"Ventilator, Continuous, Minimal Ventilatory Support, Facility Use","Description for Ventilator, Continuous, Minimal Ventilatory Support, Facility Use",BP0004,Cables/ Lead Wires (or any part of it),LEAD CABLE ECG,161,2698,424.3814515,4
"Gas, Helium","Description for Gas, Helium",BP0004,Cables/ Lead Wires (or any part of it),NIBP INTERCONNECT CABLE,162,1482,2599.642057,8
"Algesimeter, Manual","Description for Algesimeter, Manual",BP0001,Batteries/ UPS,Battery 9.6V 1.5Ah,163,5587,3799.334647,6
"Apparatus, Suction, Patient Care","Description for Apparatus, Suction, Patient Care",BP0006,Cuffs,CUFF ADULT DURABLE,164,4880,2189.665377,4
Monitor For Opioid Induced Impairment Of Oxygenation,Description for Monitor For Opioid Induced Impairment Of Oxygenation,BP0013,Heater Elements,Heater Elements,165,5313,1981.778786,3
Software Option For Anesthesia Gas Machine To Achieve And Maintain Targeted End Tidal Oxygen And Anesthetic Agents,Description for Software Option For Anesthesia Gas Machine To Achieve And Maintain Targeted End Tidal Oxygen And Anesthetic Agents,BP0012,Filters,INLET FILTER (PACK OF 6 PCS),166,4853,2101.868717,3
"Device, Rebreathing Tubing, Pressure And Accessories","Description for Device, Rebreathing Tubing, Pressure And Accessories",BP0004,Cables/ Lead Wires (or any part of it),ECG 5 Lead,167,2589,2271.583107,10
"Humidifier, Non-Direct Patient Interface (Home-Use)","Description for Humidifier, Non-Direct Patient Interface (Home-Use)",BP0001,Batteries/ UPS,Rechargeable Battery (for Draeger Evita 4); Valve Regulated Lead Acid 12V 3.4Ah (LC-R123R4PG),168,2652,1543.191926,5
Glossopharyngeal Anesthesia Kit,Description for Glossopharyngeal Anesthesia Kit,BP0004,Cables/ Lead Wires (or any part of it),3 LEAD ECG CABLE,169,4557,1286.25912,6
"Laryngoscope, Rigid","Description for Laryngoscope, Rigid",BP0001,Batteries/ UPS,Rechargeable Battery 12V 2.3Ah,170,2804,4108.289032,8
"Ventilator, Continuous, Facility Use","Description for Ventilator, Continuous, Facility Use",BP0013,Heater Elements,High Temperature Filament,171,964,2312.32309,10
"Stethoscope Head Stethoscope, Esophageal, With Electrical Conductors","Description for Stethoscope Head Stethoscope, Esophageal, With Electrical Conductors",BP0004,Cables/ Lead Wires (or any part of it),Battery Li-Ion 2.4ah/26.64 wh,172,4828,1430.57566,4
Spinal Anesthesia Kit,Description for Spinal Anesthesia Kit,BP0011,Equipment Specific Parts,FISHER & PAYKEL ELECTRICAL ADAPTOR 900MR858,173,5462,2672.958092,5
"Changer, Tube, Endotracheal","Description for Changer, Tube, Endotracheal",BP0012,Filters,Cartridge filter big blue 20,174,2001,3877.454817,10
"Tracheobronchial Catheters, Suction","Description for Tracheobronchial Catheters, Suction",BP0001,Batteries/ UPS,Battery Pack 8.4V 8.0 Ah Ge Dash 2500,175,5855,1943.346979,4
"Holding Chambers, Direct Patient Interface","Description for Holding Chambers, Direct Patient Interface",BP0025,Sensors/ Detectors,Durasensor Adult Finger Clip Sensor,176,2258,3425.609445,9
"Transducer, Gas Pressure, Differential Ventilator, External Body, Negative Pressure, Adult (Cuirass)","Description for Transducer, Gas Pressure, Differential Ventilator, External Body, Negative Pressure, Adult (Cuirass)",BP0003,Bulbs/ Lamps,SLIT LAMP BULB TAPCON HALOGEN,177,5261,2800.971369,5
"Forceps, Tube Introduction","Description for Forceps, Tube Introduction",BP0012,Filters,Bacteria Filter 10,178,4750,3467.992937,5
"Valve, Switching (Ploss)","Description for Valve, Switching (Ploss)",BP0012,Filters,Cartridge filter imicon 20,179,458,1792.584909,8
Regional Anesthesia Kit,Description for Regional Anesthesia Kit,BP0025,Sensors/ Detectors,Temperature Probe 900MR869,180,4058,4193.143786,7
"Calibrator, Volume, Gas Calibrator, Pressure, Gas","Description for Calibrator, Volume, Gas Calibrator, Pressure, Gas",BP0004,Cables/ Lead Wires (or any part of it),10 Lead ECG Cable Kenz 108,181,379,449.3507431,7
Diaphragmatic/Phrenic Nerve Laparoscopically-Implanted Stimulator,Description for Diaphragmatic/Phrenic Nerve Laparoscopically-Implanted Stimulator,BP0025,Sensors/ Detectors,FISHER&PAYKEL Temperature Probe 900MR560,182,4757,992.6753353,5
Positive Airway Pressure System,Description for Positive Airway Pressure System,BP0025,Sensors/ Detectors,FISHER&PAYKEL Temperature Probe 900MR860 FOR 850,183,3924,3728.091196,6
"Continuous, Ventilator, Home Use","Description for Continuous, Ventilator, Home Use",BP0028,Transducers/ Probes,Fresenius 4008S TMP Transducer Complete,184,3143,4969.39609,10
"Ventilator, Continuous, Facility Use","Description for Ventilator, Continuous, Facility Use",BP0014,Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes,Hose Red,185,2369,330.9924891,1
Pneumotachometer,Description for Pneumotachometer,BP0005,Casing/ Covers/ Brackets/ Latches/ Part Holders,Plunger Holder 20ml,186,5824,1977.743856,9
Oximeter,Description for Oximeter,BP0024,Printed Circuit Boards (PCB; Other than Power Supply),Rotor Board GE AMX4,187,4610,3113.739615,3
"Stethoscope, Esophageal Vaporizer, Anesthesia, Non-Heated","Description for Stethoscope, Esophageal Vaporizer, Anesthesia, Non-Heated",BP0024,Printed Circuit Boards (PCB; Other than Power Supply),Fil KV Control Board GE AMX4,188,3968,2149.337837,9
"Device, Positive Pressure Breathing, Intermittent","Description for Device, Positive Pressure Breathing, Intermittent",BP0024,Printed Circuit Boards (PCB; Other than Power Supply),CPU Board GE AMX4,189,4472,4612.966064,1
"Cylinder, Compressed Gas, And Valve","Description for Cylinder, Compressed Gas, And Valve",BP0001,Batteries/ UPS,Battery Upgrade Kit,190,2641,4733.154758,8
"Prosthesis, Tracheal, Expandable","Description for Prosthesis, Tracheal, Expandable",BP0004,Cables/ Lead Wires (or any part of it),Patient Cable,191,3677,2890.319594,6
Spinal Anesthesia Kit,Description for Spinal Anesthesia Kit,BP0004,Cables/ Lead Wires (or any part of it),KENZ 106 10 LEAD ECG CABLE,192,5708,2835.386859,7
Mechanical Ventilator,Description for Mechanical Ventilator,BP0028,Transducers/ Probes,Toco Tranducer,193,1917,2916.581414,7
"Cylinder, Compressed Gas, And Valve","Description for Cylinder, Compressed Gas, And Valve",BP0028,Transducers/ Probes,TOCO Avalon FEM20 Philips,194,4430,4453.023677,4
Ultrasound Guided Nerve Block Assist,Description for Ultrasound Guided Nerve Block Assist,BP0021,Power Cords/ Adaptors (or any part of it),Plug Top 3 Pin 13amp,195,4998,4248.938148,10
"Plethysmograph, Volume","Description for Plethysmograph, Volume",BP0014,Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes,Male Connector,196,267,3302.552017,4
"Holding Chambers, Direct Patient Interface","Description for Holding Chambers, Direct Patient Interface",BP0014,Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes,Female Connector,197,2109,152.4064732,4
"Table And Tray, Anesthesia Analyzer","Description for Table And Tray, Anesthesia Analyzer",BP0012,Filters,CLEMENT FILTER,198,2039,727.5612727,4
"Continuous, Ventilator, Home Use","Description for Continuous, Ventilator, Home Use",BP0012,Filters,MADELA Filter Bacterial,199,5264,675.7011009,1
Anesthesia Kit,Description for Anesthesia Kit,BP0003,Bulbs/ Lamps,"Bulb,12V/4.2A 50W",200,983,2781.69525,8
"Hood, Oxygen, Infant","Description for Hood, Oxygen, Infant",BP0003,Bulbs/ Lamps,Bulb 6V4.5A,201,4958,2147.94584,7
"Porter Silber Hydrazone, 17-Hydroxycorticosteroids","Description for Porter Silber Hydrazone, 17-Hydroxycorticosteroids",BP0003,Bulbs/ Lamps,Bulb 6V 4.5 A,202,910,393.1588809,2
"Ventilator, Emergency, Manual (Resuscitator)","Description for Ventilator, Emergency, Manual (Resuscitator)",BP0021,Power Cords/ Adaptors (or any part of it),Power Cord 1.8M,203,1500,597.1273858,10
"Chamber, Hyperbaric Spreader, Cuff","Description for Chamber, Hyperbaric Spreader, Cuff",BP0006,Cuffs,Infant Cuff 2 Tb,204,3906,4937.065424,10
Custom Anesthesia Tray,Description for Custom Anesthesia Tray,BP0006,Cuffs,Infant Cuff 1 Tb,205,4470,2632.657646,8
"Transducer, Gas Pressure, Differential Ventilator, External Body, Negative Pressure, Adult (Cuirass)","Description for Transducer, Gas Pressure, Differential Ventilator, External Body, Negative Pressure, Adult (Cuirass)",BP0006,Cuffs,X-Large Cuff Adult 2TB,206,5335,1916.505332,7
"Needle, Spinal, Short Term","Description for Needle, Spinal, Short Term",BP0006,Cuffs,Cuff Large Adult 1 Tb,207,4900,4305.766051,7
"Airway, Oropharyngeal, Anesthesiology Nebulizer (Direct Patient Interface)","Description for Airway, Oropharyngeal, Anesthesiology Nebulizer (Direct Patient Interface)",BP0006,Cuffs,Cuff Adult 1 Tb,208,3606,2576.448456,6
Neurological Stimulation For Emergency Use,Description for Neurological Stimulation For Emergency Use,BP0006,Cuffs,Cuff Adult Large 2 Tb,209,1275,1909.717362,6
"Connector, Airway (Extension) Catheter, Nasal, Oxygen","Description for Connector, Airway (Extension) Catheter, Nasal, Oxygen",BP0006,Cuffs,Cuff Adult 2 Tb,210,3524,3202.571785,9
Regional Anesthesia Kit,Description for Regional Anesthesia Kit,BP0006,Cuffs,Cuff Child 2 Tb,211,920,618.7296304,8
"Flowmeter, Calibration, Gas","Description for Flowmeter, Calibration, Gas",BP0008,Displays/ Backlights/ Panels,TOP 3300 FRONT PANEL ASSEMBLY (T6330516(5) ),212,1119,2466.114476,4
"Conduction, Anesthetic Catheter","Description for Conduction, Anesthetic Catheter",BP0003,Bulbs/ Lamps,BULB SLIT LAMP 6V 4.5A W/CENTER HAAG STREIT BM900,213,2184,1985.770843,7
Accessory To Continuous Ventilator (Respirator),Description for Accessory To Continuous Ventilator (Respirator),BP0021,Power Cords/ Adaptors (or any part of it),Power Adaptor,214,2940,1276.947612,6
"Continuous Ventilator, Minimal Ventilatory Support","Description for Continuous Ventilator, Minimal Ventilatory Support",BP0021,Power Cords/ Adaptors (or any part of it),POWER DAPTOR HEM 907 OMRON,215,4119,399.5339736,4
"Spacer, Direct Patient Interface","Description for Spacer, Direct Patient Interface",BP0025,Sensors/ Detectors,DRAGER BABYLOG 8000 OXYGEN CELL 6850645 (GOLD PACKING) (OEM OOM201 ),216,1427,3305.668718,3
"Support, Breathing Tube","Description for Support, Breathing Tube",BP0025,Sensors/ Detectors,Oxygen Sensor Capsule,217,3600,114.9594464,7
"Analyzer, Gas, Enflurane, Gaseous-Phase (Anesthetic Concentration)","Description for Analyzer, Gas, Enflurane, Gaseous-Phase (Anesthetic Concentration)",BP0025,Sensors/ Detectors,Oxygen Sensor,218,4397,4301.267859,10
"Monitor, Oxygen, Cutaneous, For Infant Not Under Gas Anesthesia","Description for Monitor, Oxygen, Cutaneous, For Infant Not Under Gas Anesthesia",BP0025,Sensors/ Detectors,MARQUETTE EXTENSION SPO2 SENSOR,219,5802,4685.664848,8
Epidural Anesthesia Kit,Description for Epidural Anesthesia Kit,BP0025,Sensors/ Detectors,EXTENAL MEDICAL OXYGEN SENSOR MAX-250E,220,5903,3176.270825,6
"Airway, Oropharyngeal, Anesthesiology Nebulizer (Direct Patient Interface)","Description for Airway, Oropharyngeal, Anesthesiology Nebulizer (Direct Patient Interface)",BP0001,Batteries/ UPS,Rechargeable Battery 6V,221,5311,3764.753889,1
"Porter Silber Hydrazone, 17-Hydroxycorticosteroids","Description for Porter Silber Hydrazone, 17-Hydroxycorticosteroids",BP0001,Batteries/ UPS,Rechargeable Battery 6V,222,2521,4403.994502,5
"Continuous Ventilator, Minimal Ventilatory Support","Description for Continuous Ventilator, Minimal Ventilatory Support",BP0025,Sensors/ Detectors,MASIMO SPO2 FINGER SENSOR ADULT LNOP DCI,223,5667,794.7399014,5
"Needle, Emergency Airway","Description for Needle, Emergency Airway",BP0025,Sensors/ Detectors,SPO2 finger sensor child masimo,224,293,1990.223636,6
"Flowmeter, Nonback-Pressure Compensated, Bourdon Gauge","Description for Flowmeter, Nonback-Pressure Compensated, Bourdon Gauge",BP0004,Cables/ Lead Wires (or any part of it),MARQUETTE SPO2 ADAPTOR CABLE HELLIGE,225,2941,361.6460054,9
"Absorbent, Carbon-Dioxide","Description for Absorbent, Carbon-Dioxide",BP0004,Cables/ Lead Wires (or any part of it),MASIMO EXTENSIN CABLE M-LNCS-10,226,1773,2118.693537,7
Humidifier Nebulizer Kit,Description for Humidifier Nebulizer Kit,BP0003,Bulbs/ Lamps,Bulb PENLON 55092,227,1049,3440.719243,4
"Monitor, Apnea, Facility Use","Description for Monitor, Apnea, Facility Use",BP0011,Equipment Specific Parts,Pot Meter,228,4173,612.129325,8
"Protector, Dental Stool","Description for Protector, Dental Stool",BP0011,Equipment Specific Parts,"Strap,250X3Cm",229,5867,727.3193245,8
Laryngoscope Kit,Description for Laryngoscope Kit,BP0003,Bulbs/ Lamps,MADELA LAMP PHOTOTHERAPY 18w/71,230,1207,2548.234093,6
"Valve, Switching (Ploss)","Description for Valve, Switching (Ploss)",BP0003,Bulbs/ Lamps,BULB KILLER VISTA 2.8V 6 1011-P-7042,231,5301,4508.953434,3
"Bed, Rocking, Breathing Assist Nebulizer, Medicinal, Non-Ventilatory (Atomizer)","Description for Bed, Rocking, Breathing Assist Nebulizer, Medicinal, Non-Ventilatory (Atomizer)",BP0003,Bulbs/ Lamps,Bulb 2.5V,232,1478,1581.308063,4
"Acid, Nitrous And Nitrosonaphthol, 5-Hydroxyindole Acetic Acid/Serotonin","Description for Acid, Nitrous And Nitrosonaphthol, 5-Hydroxyindole Acetic Acid/Serotonin",BP0018,Motors/ Micromotors/ Carbon brushes,Fresenius 4008S Stepper Motor,233,986,4141.844867,3
Impedance Measuring Device Utilizing Oscillation Techniques,Description for Impedance Measuring Device Utilizing Oscillation Techniques,BP0004,Cables/ Lead Wires (or any part of it),Retractile Cable,234,188,4491.885143,4
"Acid, Vanilmandelic, Electrophoretic Separation","Description for Acid, Vanilmandelic, Electrophoretic Separation",BP0007,Diaphragms/ Pumps,Fresenius 4008S Concentrate Pump Assy Complete,235,4098,4665.957759,8
Medevac Use Oxygen Generator,Description for Medevac Use Oxygen Generator,BP0007,Diaphragms/ Pumps,Fresenius 4008S Gear Pump Head,236,2979,864.2091812,6
"Monitor, Breathing Frequency Mixer, Breathing Gases, Anesthesia Inhalation","Description for Monitor, Breathing Frequency Mixer, Breathing Gases, Anesthesia Inhalation",BP0001,Batteries/ UPS,Rechargeable Battery 4.6V 700Mah,237,3549,4090.406875,3
"Valve, Switching (Ploss)","Description for Valve, Switching (Ploss)",BP0001,Batteries/ UPS,SUZUKENZ 108 RECHARGEABLE BATTERY 12V 1200MAH,238,3478,4412.659478,9
Blood Specimen Collection Kit (Excludes Hiv Testing),Description for Blood Specimen Collection Kit (Excludes Hiv Testing),BP0021,Power Cords/ Adaptors (or any part of it),3 Pin Plug Adaptor,239,748,4850.141309,10
"Monitor, Carbon-Dioxide, Cutaneous","Description for Monitor, Carbon-Dioxide, Cutaneous",BP0004,Cables/ Lead Wires (or any part of it),Ecg Cable,240,3271,2511.117051,8
Device For Sleep Apnea Testing Based On Mandibular Movement,Description for Device For Sleep Apnea Testing Based On Mandibular Movement,BP0004,Cables/ Lead Wires (or any part of it),PHILIPS LEAD 5 LEAD ECG CABLE M1633A,241,4554,878.0229417,9
Continuous Brachial Plexus Block Tray,Description for Continuous Brachial Plexus Block Tray,BP0004,Cables/ Lead Wires (or any part of it),Adaptor Cable 12Pin to 9Pin,242,2735,301.6662706,4
Medevac Use Oxygen Generator,Description for Medevac Use Oxygen Generator,BP0004,Cables/ Lead Wires (or any part of it),Patient Cable,243,238,1301.922863,4
"Acid, Nitrous And Nitrosonaphthol, 5-Hydroxyindole Acetic Acid/Serotonin","Description for Acid, Nitrous And Nitrosonaphthol, 5-Hydroxyindole Acetic Acid/Serotonin",BP0004,Cables/ Lead Wires (or any part of it),Chest Electrode Paediatric Complete,244,165,2393.508116,4
"Analyzer, Gas, Isoflurane, Gaseous-Phase (Anesthetic Concentration)","Description for Analyzer, Gas, Isoflurane, Gaseous-Phase (Anesthetic Concentration)",BP0004,Cables/ Lead Wires (or any part of it),"PHILIPS 3 Lead Trunk Cable, M1510A",245,893,1960.17084,1
"Tube, Tracheostomy (W/Wo Connector) Dropper, Ether","Description for Tube, Tracheostomy (W/Wo Connector) Dropper, Ether",BP0004,Cables/ Lead Wires (or any part of it),PHILIPS 3 LEAD ECG CALBLE M1613A,246,3863,1414.46578,5
"Analyzer, Gas, Water Vapor, Gaseous-Phase","Description for Analyzer, Gas, Water Vapor, Gaseous-Phase",BP0004,Cables/ Lead Wires (or any part of it),EXTENSION PHILIPS 1900B,247,2231,3598.619407,6
"Valve, Pulmonary","Description for Valve, Pulmonary",BP0004,Cables/ Lead Wires (or any part of it),3 Lead Cable,248,1806,1928.327771,3
"Analyzer, Gas, Carbon-Dioxide, Partial Pressure, Blood-Phase, Indwelling","Description for Analyzer, Gas, Carbon-Dioxide, Partial Pressure, Blood-Phase, Indwelling",BP0014,Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes,Air Hose 3.5m CRITIKON,249,3589,3747.940178,7
"Valve, Switching (Ploss)","Description for Valve, Switching (Ploss)",BP0014,Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes,Tube L Mini,250,3912,2896.54783,9
"Analyzer, Nitric Oxide","Description for Analyzer, Nitric Oxide",BP0003,Bulbs/ Lamps,"Bulb, 6.2V0.5A",251,2697,1059.074082,4
"Protector, Dental Stool","Description for Protector, Dental Stool",BP0001,Batteries/ UPS,Rechargeable Battery,252,5212,339.5796043,3
"Calculator, Pulmonary Function Data Ventilator, Non-Continuous (Respirator)","Description for Calculator, Pulmonary Function Data Ventilator, Non-Continuous (Respirator)",BP0001,Batteries/ UPS,NIHON KOHDEN TEC-7100K BATTERY,253,3661,948.1936792,7
"Porter Silber Hydrazone, 17-Hydroxycorticosteroids","Description for Porter Silber Hydrazone, 17-Hydroxycorticosteroids",BP0001,Batteries/ UPS,Rechargeable Battery Lcs-2912Nk,254,1065,960.6016896,7
Tube Tracheostomy And Tube Cuff,Description for Tube Tracheostomy And Tube Cuff,BP0001,Batteries/ UPS,Rechargeable Battery 12V 1.9Ah,255,2199,4302.492171,8
Tracheobronchial Suction Catheter Kit,Description for Tracheobronchial Suction Catheter Kit,BP0001,Batteries/ UPS,NIHON KOHDEN 2012NK BATTERY,256,4153,2150.286033,1
Device For Sleep Apnea Testing Based On Mandibular Movement,Description for Device For Sleep Apnea Testing Based On Mandibular Movement,BP0001,Batteries/ UPS,Battery 12V 3700mAH,257,3761,1007.717405,9
"Bag, Reservoir Compressor, Air, Portable","Description for Bag, Reservoir Compressor, Air, Portable",BP0001,Batteries/ UPS,Battery Rechargeable W/Connector 7.2V,258,792,2144.776008,1
Airway Monitoring System,Description for Airway Monitoring System,BP0001,Batteries/ UPS,Battery,259,5349,3333.447218,1
Emergency Resuscitator,Description for Emergency Resuscitator,BP0001,Batteries/ UPS,Rechargeable Battery 7.2V 1.8Ah,260,5996,1517.686124,1
Chromatography Separation/Zimmerman 17-Ketogenic Steroids,Description for Chromatography Separation/Zimmerman 17-Ketogenic Steroids,BP0001,Batteries/ UPS,Battery Ifusomat Bbraun FM,261,136,2813.273267,3
"Laryngoscope, Rigid","Description for Laryngoscope, Rigid",BP0001,Batteries/ UPS,Rechargeable Battery 9.63V 1.5Ah,262,571,3170.89942,1
"L-Leucyl B-Naphthylamide, Leucine Aminopeptidase","Description for L-Leucyl B-Naphthylamide, Leucine Aminopeptidase",BP0001,Batteries/ UPS,Rechargeable Battery D84:D8712V 900MahTOP 3100 Battery,263,1020,4326.27097,3
Ventilatory Effort Recorder,Description for Ventilatory Effort Recorder,BP0001,Batteries/ UPS,Rechargeable Battery,264,54,1772.497092,3
