EquipmentID,TechnicianID,MaintenanceDate,MaintenanceTypeID,Description
4614,1105,9/21/2023,1,Replaced faulty sensor
2480,3349,12/15/2023,3,Routine inspection and cleaning
2452,3001,10/29/2023,3,Routine inspection and cleaning
4702,4763,4/20/2023,1,Verified calibration accuracy
3141,4473,5/19/2023,9,Emergency repair
1371,499,8/15/2023,3,Routine inspection and cleaning
1155,115,3/6/2023,4,Routine inspection and cleaning
307,3517,4/21/2023,2,Checked and tightened loose connections
5823,4239,4/29/2023,5,Checked and tightened loose connections
5990,2492,6/9/2023,5,Calibrated equipment for accuracy
3640,2580,5/16/2023,8,Disinfection and sterilization
5768,2838,10/2/2023,2,Safety inspection and compliance check
2756,1303,3/16/2023,4,Replaced faulty sensor
113,4102,6/18/2023,1,Replaced faulty sensor
4807,4680,10/28/2023,8,Replaced worn-out components
1911,892,3/31/2023,6,Lubricated moving parts
516,53,5/4/2023,7,Performed software update
112,1523,8/22/2023,6,Routine inspection and cleaning
2472,257,1/16/2023,9,Diagnostic tests and troubleshooting
4917,4700,3/18/2023,2,Safety inspection and compliance check
5517,1242,6/8/2023,2,Disinfection and sterilization
5515,3664,12/21/2023,7,Diagnostic tests and troubleshooting
593,3998,2/14/2023,7,Calibrated equipment for accuracy
4359,3143,5/13/2023,6,Routine inspection and cleaning
5379,2312,8/12/2023,2,Routine inspection and cleaning
2415,2442,4/3/2023,5,Emergency repair
1851,2843,11/13/2023,1,Preventive maintenance
2254,1899,11/19/2023,8,Preventive maintenance
1027,1918,10/24/2023,5,Replaced worn-out components
3303,1141,4/26/2023,7,Disinfection and sterilization
869,1467,3/24/2023,5,Calibrated equipment for accuracy
2163,2890,9/18/2023,4,Performed software update
1219,2970,4/13/2023,1,Calibrated equipment for accuracy
5040,2908,11/26/2023,6,Calibrated equipment for accuracy
3228,1292,10/3/2023,3,Routine inspection and cleaning
5369,1464,3/5/2023,6,Safety inspection and compliance check
38,4169,7/9/2023,4,Verified calibration accuracy
946,2117,3/31/2023,2,Checked and tightened loose connections
111,3200,7/18/2023,6,Disinfection and sterilization
3,2640,7/26/2023,1,Preventive maintenance
4092,31,3/12/2023,9,Calibrated equipment for accuracy
4283,1662,12/28/2023,8,Checked and tightened loose connections
3158,1228,5/4/2023,4,Checked and tightened loose connections
2265,4086,1/8/2023,4,Lubricated moving parts
2000,4211,6/22/2023,3,Disinfection and sterilization
2631,2906,3/22/2023,3,Preventive maintenance
3693,1078,4/27/2023,3,Safety inspection and compliance check
5042,4512,9/7/2023,2,Safety inspection and compliance check
1033,3736,1/24/2023,7,Replaced faulty sensor
4360,2649,3/15/2023,2,Replaced worn-out components
2373,3039,12/2/2023,8,Diagnostic tests and troubleshooting
5371,159,8/3/2023,5,Safety inspection and compliance check
5836,1431,11/3/2023,9,Preventive maintenance
3676,4560,12/13/2023,6,Verified calibration accuracy
1262,1869,7/16/2023,2,Verified calibration accuracy
93,3524,6/7/2023,7,Safety inspection and compliance check
3665,4517,12/22/2023,6,Checked and tightened loose connections
5476,3493,12/27/2023,7,Verified calibration accuracy
1445,4554,4/29/2023,5,Lubricated moving parts
51,511,1/5/2023,7,Disinfection and sterilization
2478,3526,6/17/2023,1,Performed software update
4262,1837,9/27/2023,9,Preventive maintenance
4308,376,3/24/2023,7,Replaced faulty sensor
4437,2236,5/30/2023,9,Lubricated moving parts
828,4636,9/18/2023,5,Verified calibration accuracy
2651,1167,6/3/2023,5,Calibrated equipment for accuracy
2310,119,5/12/2023,5,Disinfection and sterilization
5919,4742,9/12/2023,4,Replaced worn-out components
2305,981,4/25/2023,3,Disinfection and sterilization
3217,4435,12/9/2023,3,Replaced faulty sensor
940,1098,5/31/2023,8,Calibrated equipment for accuracy
5307,419,11/13/2023,3,Replaced faulty sensor
2107,2138,6/4/2023,4,Preventive maintenance
1502,4461,5/9/2023,9,Disinfection and sterilization
1832,2327,12/2/2023,2,Replaced faulty sensor
4171,4894,10/30/2023,9,Preventive maintenance
1142,4008,6/30/2023,5,Lubricated moving parts
5746,4300,4/15/2023,8,Verified calibration accuracy
2184,4164,10/12/2023,1,Routine inspection and cleaning
199,1721,2/24/2023,5,Calibrated equipment for accuracy
4234,1584,11/19/2023,8,Performed software update
2385,3133,9/15/2023,7,Preventive maintenance
1500,4549,3/5/2023,7,Disinfection and sterilization
496,2649,11/19/2023,9,Routine inspection and cleaning
1186,4767,11/10/2023,6,Preventive maintenance
1253,485,11/19/2023,1,Replaced faulty sensor
5729,753,11/11/2023,2,Emergency repair
4082,351,3/19/2023,4,Emergency repair
3823,4472,1/26/2023,9,Checked and tightened loose connections
4072,1186,7/22/2023,1,Replaced worn-out components
723,1043,7/21/2023,5,Calibrated equipment for accuracy
1410,2860,10/11/2023,3,Verified calibration accuracy
1672,1980,9/15/2023,4,Replaced faulty sensor
411,694,6/21/2023,4,Disinfection and sterilization
2254,4665,3/22/2023,8,Safety inspection and compliance check
5103,4599,3/23/2023,2,Verified calibration accuracy
5374,993,3/29/2023,6,Emergency repair
4038,4282,12/28/2023,2,Replaced worn-out components
4678,775,5/11/2023,9,Disinfection and sterilization
4069,2303,4/28/2023,7,Replaced faulty sensor
4107,293,12/12/2023,3,Verified calibration accuracy
3448,756,2/17/2023,7,Lubricated moving parts
5016,2079,6/25/2023,5,Lubricated moving parts
2512,1784,2/27/2023,9,Preventive maintenance
216,4023,8/25/2023,1,Diagnostic tests and troubleshooting
4382,2283,8/23/2023,8,Calibrated equipment for accuracy
2449,2586,12/4/2023,7,Lubricated moving parts
2969,186,10/29/2023,4,Replaced worn-out components
219,765,10/13/2023,8,Safety inspection and compliance check
1651,1647,10/10/2023,2,Calibrated equipment for accuracy
3538,4945,3/10/2023,2,Routine inspection and cleaning
4676,2700,8/14/2023,3,Verified calibration accuracy
3868,1125,8/18/2023,9,Lubricated moving parts
1333,3540,9/28/2023,5,Replaced faulty sensor
3671,1851,10/28/2023,2,Performed software update
5775,1178,1/26/2023,3,Lubricated moving parts
365,2286,8/16/2023,2,Emergency repair
5855,2099,12/31/2023,1,Replaced worn-out components
4019,2937,8/6/2023,1,Safety inspection and compliance check
2106,303,1/7/2023,4,Calibrated equipment for accuracy
4379,3141,7/9/2023,7,Replaced worn-out components
832,4281,12/29/2023,2,Calibrated equipment for accuracy
5976,3382,8/7/2023,6,Disinfection and sterilization
1077,3342,11/25/2023,6,Preventive maintenance
3806,3711,2/1/2023,4,Safety inspection and compliance check
3469,1741,7/10/2023,3,Replaced faulty sensor
450,575,11/30/2023,7,Emergency repair
4708,1558,3/6/2023,7,Lubricated moving parts
1958,395,2/6/2023,7,Preventive maintenance
2963,3792,9/10/2023,6,Diagnostic tests and troubleshooting
5253,3968,8/5/2023,3,Lubricated moving parts
1857,4578,5/20/2023,8,Calibrated equipment for accuracy
171,701,4/13/2023,9,Verified calibration accuracy
4169,1745,3/3/2023,4,Replaced worn-out components
1583,2454,5/25/2023,3,Lubricated moving parts
3192,1295,6/7/2023,6,Routine inspection and cleaning
3447,88,12/31/2023,1,Calibrated equipment for accuracy
2776,11,9/3/2023,4,Replaced faulty sensor
4765,3993,8/16/2023,7,Safety inspection and compliance check
628,4506,9/23/2023,1,Checked and tightened loose connections
5280,3331,7/31/2023,4,Replaced faulty sensor
129,3364,10/23/2023,5,Calibrated equipment for accuracy
2840,1684,12/13/2023,5,Preventive maintenance
896,1848,3/14/2023,3,Safety inspection and compliance check
4550,2348,4/11/2023,7,Disinfection and sterilization
513,98,2/12/2023,7,Replaced worn-out components
5782,2653,2/7/2023,2,Replaced faulty sensor
835,1868,9/28/2023,8,Safety inspection and compliance check
3667,2465,9/25/2023,1,Disinfection and sterilization
2462,2744,3/10/2023,3,Disinfection and sterilization
4538,3528,12/17/2023,5,Routine inspection and cleaning
5033,1138,9/22/2023,6,Emergency repair
712,339,1/17/2023,7,Performed software update
3524,3603,6/20/2023,4,Replaced faulty sensor
2572,774,1/16/2023,5,Emergency repair
1449,3718,7/4/2023,5,Calibrated equipment for accuracy
5449,3480,3/30/2023,5,Checked and tightened loose connections
5142,1627,3/19/2023,6,Disinfection and sterilization
3896,1505,1/16/2023,6,Routine inspection and cleaning
5703,4117,7/1/2023,2,Disinfection and sterilization
1107,244,4/12/2023,6,Diagnostic tests and troubleshooting
5281,3838,3/17/2023,6,Routine inspection and cleaning
545,4805,3/28/2023,6,Calibrated equipment for accuracy
384,2567,5/1/2023,6,Disinfection and sterilization
1110,2651,11/13/2023,8,Replaced worn-out components
4380,2876,4/2/2023,2,Safety inspection and compliance check
5301,3733,7/15/2023,2,Diagnostic tests and troubleshooting
3298,1036,1/5/2023,9,Replaced worn-out components
1467,1440,8/11/2023,7,Verified calibration accuracy
955,286,5/9/2023,1,Checked and tightened loose connections
731,2836,4/10/2023,8,Routine inspection and cleaning
2229,1001,7/1/2023,6,Safety inspection and compliance check
5989,366,2/8/2023,8,Routine inspection and cleaning
3648,3487,10/1/2023,3,Diagnostic tests and troubleshooting
815,1168,6/28/2023,3,Diagnostic tests and troubleshooting
2698,2628,11/9/2023,2,Emergency repair
3047,1474,3/9/2023,4,Emergency repair
2732,764,12/10/2023,4,Calibrated equipment for accuracy
2575,773,6/23/2023,9,Lubricated moving parts
5458,690,4/14/2023,3,Checked and tightened loose connections
1724,1036,4/27/2023,8,Lubricated moving parts
5678,2784,10/7/2023,2,Diagnostic tests and troubleshooting
5028,3739,11/21/2023,5,Performed software update
5768,1346,12/23/2023,7,Diagnostic tests and troubleshooting
2292,616,3/15/2023,3,Replaced worn-out components
539,165,10/4/2023,6,Replaced worn-out components
1102,4138,5/18/2023,6,Emergency repair
1561,3690,7/29/2023,2,Safety inspection and compliance check
91,433,7/21/2023,1,Verified calibration accuracy
1562,4844,9/4/2023,5,Verified calibration accuracy
5221,1300,8/10/2023,1,Diagnostic tests and troubleshooting
2985,860,9/12/2023,8,Preventive maintenance
617,743,8/30/2023,4,Checked and tightened loose connections
488,2783,3/10/2023,1,Routine inspection and cleaning
1336,709,7/2/2023,1,Replaced worn-out components
238,4280,4/23/2023,9,Verified calibration accuracy
3729,3860,3/27/2023,3,Replaced worn-out components
5042,11,8/30/2023,3,Calibrated equipment for accuracy
5599,796,6/11/2023,8,Checked and tightened loose connections
4100,1295,4/6/2023,5,Replaced worn-out components
3166,4426,8/12/2023,7,Routine inspection and cleaning
4257,1520,4/4/2023,4,Emergency repair
4644,134,9/1/2023,4,Safety inspection and compliance check
5209,502,12/11/2023,2,Verified calibration accuracy
334,3930,2/21/2023,9,Replaced faulty sensor
2911,2034,1/2/2023,8,Performed software update
3616,2426,8/4/2023,5,Safety inspection and compliance check
2863,696,2/4/2023,4,Diagnostic tests and troubleshooting
4253,2268,11/17/2023,7,Replaced worn-out components
5312,2386,3/22/2023,2,Verified calibration accuracy
4049,2847,5/27/2023,7,Safety inspection and compliance check
2791,3715,9/4/2023,5,Disinfection and sterilization
2379,1088,7/23/2023,4,Preventive maintenance
1131,2881,9/10/2023,1,Replaced faulty sensor
4462,3139,3/14/2023,9,Emergency repair
4473,4705,7/29/2023,6,Safety inspection and compliance check
4979,3999,4/29/2023,6,Calibrated equipment for accuracy
1664,2655,8/18/2023,5,Performed software update
2223,89,9/11/2023,4,Lubricated moving parts
5338,4290,1/13/2023,6,Verified calibration accuracy
937,2720,5/18/2023,3,Routine inspection and cleaning
3042,3097,3/30/2023,7,Replaced faulty sensor
4171,2003,2/2/2023,6,Calibrated equipment for accuracy
4712,3439,8/26/2023,6,Calibrated equipment for accuracy
728,367,5/1/2023,2,Lubricated moving parts
1155,4736,5/10/2023,3,Replaced faulty sensor
5289,3635,6/28/2023,7,Preventive maintenance
3455,957,1/19/2023,5,Calibrated equipment for accuracy
1464,1319,5/14/2023,9,Safety inspection and compliance check
2093,64,6/6/2023,7,Lubricated moving parts
2408,2018,5/16/2023,3,Verified calibration accuracy
3767,4161,12/4/2023,7,Checked and tightened loose connections
5533,4531,3/27/2023,7,Replaced faulty sensor
5525,2154,10/13/2023,7,Emergency repair
4968,4835,11/23/2023,5,Verified calibration accuracy
1942,198,2/11/2023,7,Checked and tightened loose connections
4354,1562,6/11/2023,3,Performed software update
4531,1425,10/9/2023,1,Diagnostic tests and troubleshooting
5365,3049,6/14/2023,4,Disinfection and sterilization
1141,3774,9/20/2023,8,Preventive maintenance
331,2100,11/14/2023,4,Calibrated equipment for accuracy
233,1527,5/31/2023,9,Lubricated moving parts
1535,4175,2/13/2023,5,Performed software update
5957,4272,11/10/2023,5,Diagnostic tests and troubleshooting
4142,2314,9/27/2023,1,Preventive maintenance
4016,4338,4/1/2023,4,Checked and tightened loose connections
3179,1718,3/6/2023,6,Preventive maintenance
1687,2743,5/22/2023,1,Lubricated moving parts
2160,4976,6/11/2023,1,Disinfection and sterilization
457,3332,8/20/2023,9,Checked and tightened loose connections
5444,931,7/6/2023,4,Verified calibration accuracy
847,1619,8/7/2023,6,Calibrated equipment for accuracy
3467,71,11/1/2023,3,Preventive maintenance
3823,4660,4/30/2023,6,Diagnostic tests and troubleshooting
3981,1489,7/21/2023,9,Preventive maintenance
4530,4008,7/7/2023,6,Checked and tightened loose connections
611,3432,3/18/2023,6,Performed software update
3217,3801,9/21/2023,4,Calibrated equipment for accuracy
1779,345,12/10/2023,9,Routine inspection and cleaning
2872,2634,5/14/2023,7,Safety inspection and compliance check
363,1416,8/21/2023,2,Checked and tightened loose connections
532,484,1/9/2023,3,Preventive maintenance
3361,914,10/7/2023,6,Replaced faulty sensor
1567,4659,7/4/2023,6,Replaced faulty sensor
1627,537,1/10/2023,3,Emergency repair
2767,1360,4/10/2023,2,Replaced worn-out components
28,3181,9/18/2023,7,Performed software update
5185,1768,1/30/2023,5,Replaced faulty sensor
4189,1703,4/16/2023,6,Lubricated moving parts
756,601,5/16/2023,6,Emergency repair
1703,4407,6/2/2023,3,Lubricated moving parts
501,2933,9/26/2023,5,Disinfection and sterilization
1635,258,3/10/2023,4,Performed software update
1441,773,9/3/2023,8,Replaced faulty sensor
5255,1715,11/16/2023,5,Safety inspection and compliance check
4093,4901,12/19/2023,3,Lubricated moving parts
1784,2421,6/28/2023,4,Preventive maintenance
5299,1003,2/25/2023,4,Disinfection and sterilization
404,3634,1/29/2023,9,Routine inspection and cleaning
1890,2693,4/3/2023,9,Safety inspection and compliance check
2211,286,2/7/2023,2,Safety inspection and compliance check
2734,17,12/10/2023,1,Disinfection and sterilization
1574,4495,9/29/2023,4,Disinfection and sterilization
1805,1389,10/28/2023,9,Preventive maintenance
5038,4660,11/10/2023,7,Lubricated moving parts
2791,3970,1/11/2023,3,Checked and tightened loose connections
4986,1428,10/21/2023,7,Diagnostic tests and troubleshooting
3344,1456,2/26/2023,6,Checked and tightened loose connections
3259,4093,4/12/2023,7,Disinfection and sterilization
5771,4603,4/28/2023,9,Calibrated equipment for accuracy
4115,2685,2/1/2023,4,Verified calibration accuracy
5431,1728,2/8/2023,2,Routine inspection and cleaning
3580,2995,8/3/2023,7,Replaced worn-out components
1757,2176,6/21/2023,6,Lubricated moving parts
4385,905,9/18/2023,9,Checked and tightened loose connections
3084,3938,8/23/2023,5,Checked and tightened loose connections
1706,1026,4/25/2023,5,Routine inspection and cleaning
227,3160,7/9/2023,7,Performed software update
1883,2096,2/23/2023,9,Diagnostic tests and troubleshooting
2960,4738,10/12/2023,7,Diagnostic tests and troubleshooting
2503,658,9/1/2023,6,Disinfection and sterilization
1584,2352,6/8/2023,1,Emergency repair
92,4177,11/16/2023,8,Replaced faulty sensor
3715,402,6/8/2023,5,Diagnostic tests and troubleshooting
4147,685,12/4/2023,8,Lubricated moving parts
3774,3748,9/12/2023,5,Disinfection and sterilization
2224,4148,8/4/2023,5,Safety inspection and compliance check
1119,4984,9/10/2023,5,Checked and tightened loose connections
3525,3074,5/23/2023,9,Verified calibration accuracy
1808,3527,8/17/2023,3,Routine inspection and cleaning
5162,4230,11/26/2023,2,Calibrated equipment for accuracy
2831,3700,5/15/2023,4,Preventive maintenance
240,3937,11/7/2023,7,Diagnostic tests and troubleshooting
578,2663,7/7/2023,1,Diagnostic tests and troubleshooting
2545,2218,5/5/2023,7,Replaced faulty sensor
1438,1561,5/13/2023,4,Verified calibration accuracy
341,3581,3/21/2023,9,Lubricated moving parts
1895,3711,6/26/2023,2,Disinfection and sterilization
3806,4149,11/1/2023,6,Performed software update
3462,4540,11/14/2023,9,Calibrated equipment for accuracy
2499,3730,4/1/2023,2,Checked and tightened loose connections
2277,2446,9/11/2023,4,Performed software update
3994,660,6/14/2023,6,Safety inspection and compliance check
3855,4094,12/5/2023,4,Preventive maintenance
719,2669,1/1/2024,7,Replaced faulty sensor
1105,132,10/3/2023,3,Routine inspection and cleaning
2751,601,6/30/2023,7,Replaced faulty sensor
5892,3185,5/12/2023,1,Replaced faulty sensor
5549,181,8/5/2023,2,Replaced faulty sensor
5495,3337,5/3/2023,3,Preventive maintenance
5966,171,7/20/2023,1,Checked and tightened loose connections
5221,358,10/1/2023,6,Diagnostic tests and troubleshooting
3867,737,2/27/2023,8,Checked and tightened loose connections
2296,2946,4/13/2023,2,Replaced faulty sensor
5016,3673,6/19/2023,6,Calibrated equipment for accuracy
3263,963,2/28/2023,2,Lubricated moving parts
884,2584,6/10/2023,6,Disinfection and sterilization
4076,1260,11/25/2023,9,Calibrated equipment for accuracy
5293,2257,12/8/2023,8,Emergency repair
4486,4855,12/21/2023,9,Calibrated equipment for accuracy
4064,4923,12/4/2023,1,Routine inspection and cleaning
1238,4795,8/20/2023,4,Verified calibration accuracy
5727,3268,11/19/2023,1,Emergency repair
1884,2096,10/23/2023,2,Disinfection and sterilization
4170,3449,12/10/2023,9,Performed software update
3942,426,3/5/2023,4,Diagnostic tests and troubleshooting
1449,2207,4/23/2023,4,Calibrated equipment for accuracy
4484,4575,9/4/2023,5,Emergency repair
608,4504,5/13/2023,5,Performed software update
300,4390,9/14/2023,3,Checked and tightened loose connections
2669,2765,1/5/2023,9,Checked and tightened loose connections
1446,4703,1/15/2023,5,Verified calibration accuracy
5954,4585,11/25/2023,3,Disinfection and sterilization
3205,3688,7/6/2023,7,Calibrated equipment for accuracy
5529,4078,9/4/2023,5,Lubricated moving parts
5559,4377,4/18/2023,9,Diagnostic tests and troubleshooting
345,3053,10/12/2023,5,Lubricated moving parts
5366,1378,5/11/2023,7,Lubricated moving parts
1320,2974,12/10/2023,4,Checked and tightened loose connections
3591,1309,12/25/2023,2,Safety inspection and compliance check
5661,1783,1/27/2023,6,Performed software update
3162,909,8/4/2023,4,Calibrated equipment for accuracy
3581,1870,4/8/2023,9,Routine inspection and cleaning
4492,802,10/3/2023,1,Routine inspection and cleaning
1878,2684,12/6/2023,2,Diagnostic tests and troubleshooting
4700,3829,2/11/2023,4,Lubricated moving parts
4796,1468,9/11/2023,7,Routine inspection and cleaning
4688,3473,6/1/2023,7,Diagnostic tests and troubleshooting
5616,2537,4/6/2023,9,Checked and tightened loose connections
4647,250,10/30/2023,3,Calibrated equipment for accuracy
2305,3920,5/24/2023,1,Safety inspection and compliance check
592,2467,2/16/2023,7,Emergency repair
4767,2576,7/9/2023,8,Lubricated moving parts
4450,1460,10/2/2023,5,Lubricated moving parts
124,672,4/11/2023,2,Lubricated moving parts
5736,2453,7/23/2023,6,Diagnostic tests and troubleshooting
2579,3597,10/1/2023,3,Replaced worn-out components
3569,1898,7/28/2023,7,Preventive maintenance
1861,3828,1/5/2023,8,Calibrated equipment for accuracy
410,749,10/15/2023,9,Replaced worn-out components
3675,708,8/20/2023,1,Checked and tightened loose connections
1073,2830,9/11/2023,1,Checked and tightened loose connections
5674,3602,10/30/2023,2,Safety inspection and compliance check
4418,3546,8/1/2023,2,Diagnostic tests and troubleshooting
5799,1718,2/10/2023,3,Replaced faulty sensor
5492,1999,2/19/2023,2,Diagnostic tests and troubleshooting
2919,2068,8/23/2023,9,Calibrated equipment for accuracy
938,4259,3/21/2023,7,Verified calibration accuracy
2948,996,10/23/2023,3,Disinfection and sterilization
5203,1908,9/19/2023,9,Replaced faulty sensor
1825,4489,12/22/2023,2,Replaced faulty sensor
5496,3467,6/23/2023,4,Routine inspection and cleaning
2713,4993,9/23/2023,9,Replaced worn-out components
3663,641,10/30/2023,3,Preventive maintenance
1842,599,7/30/2023,8,Preventive maintenance
1690,786,2/16/2023,2,Preventive maintenance
4088,1372,2/3/2023,7,Diagnostic tests and troubleshooting
3290,389,1/28/2023,3,Diagnostic tests and troubleshooting
1550,2289,1/10/2023,7,Routine inspection and cleaning
5487,3954,1/2/2023,3,Replaced faulty sensor
4903,3255,11/6/2023,6,Replaced worn-out components
1083,961,8/16/2023,5,Diagnostic tests and troubleshooting
4202,612,3/14/2023,9,Preventive maintenance
2632,1445,8/25/2023,1,Calibrated equipment for accuracy
5218,1822,1/5/2023,5,Lubricated moving parts
517,2404,9/9/2023,1,Verified calibration accuracy
235,1005,8/14/2023,6,Safety inspection and compliance check
5202,566,12/23/2023,4,Safety inspection and compliance check
2156,2891,11/19/2023,5,Emergency repair
2801,3001,11/11/2023,9,Preventive maintenance
39,2717,6/23/2023,9,Disinfection and sterilization
1802,1170,6/9/2023,3,Diagnostic tests and troubleshooting
5989,378,4/20/2023,2,Disinfection and sterilization
1404,1662,7/21/2023,5,Preventive maintenance
5049,2324,3/16/2023,7,Emergency repair
5655,3385,5/18/2023,6,Diagnostic tests and troubleshooting
4351,2927,1/30/2023,1,Replaced faulty sensor
1724,3469,6/6/2023,8,Checked and tightened loose connections
2271,3791,1/14/2023,6,Safety inspection and compliance check
2401,606,8/4/2023,2,Verified calibration accuracy
3425,3588,4/22/2023,9,Verified calibration accuracy
4710,2915,1/13/2023,3,Emergency repair
4010,4276,9/26/2023,6,Replaced worn-out components
3013,3406,11/21/2023,3,Routine inspection and cleaning
4291,4598,8/27/2023,5,Replaced faulty sensor
3679,262,9/11/2023,6,Verified calibration accuracy
5534,2279,3/23/2023,3,Disinfection and sterilization
3592,1742,9/20/2023,6,Lubricated moving parts
3135,382,5/23/2023,9,Calibrated equipment for accuracy
2756,818,10/13/2023,5,Calibrated equipment for accuracy
3790,1695,11/6/2023,2,Diagnostic tests and troubleshooting
267,682,10/6/2023,7,Preventive maintenance
4242,1071,3/10/2023,4,Replaced worn-out components
1175,4794,9/23/2023,8,Lubricated moving parts
794,3115,2/4/2023,9,Preventive maintenance
4476,1674,10/17/2023,7,Preventive maintenance
4513,1242,6/29/2023,3,Replaced faulty sensor
57,4508,12/20/2023,4,Safety inspection and compliance check
5702,331,6/27/2023,8,Routine inspection and cleaning
2624,2881,2/21/2023,5,Preventive maintenance
3327,1665,11/21/2023,2,Checked and tightened loose connections
3916,1734,12/29/2023,1,Performed software update
3369,1606,1/14/2023,2,Diagnostic tests and troubleshooting
1525,761,6/28/2023,4,Calibrated equipment for accuracy
1877,3921,7/4/2023,6,Performed software update
2874,1683,1/8/2023,1,Preventive maintenance
825,3815,10/25/2023,3,Lubricated moving parts
2412,3452,9/28/2023,8,Diagnostic tests and troubleshooting
2010,3407,7/16/2023,2,Disinfection and sterilization
4091,540,12/27/2023,8,Lubricated moving parts
2559,3521,8/23/2023,8,Checked and tightened loose connections
2496,2289,4/26/2023,1,Lubricated moving parts
3227,3315,1/5/2023,1,Lubricated moving parts
674,1813,5/26/2023,6,Safety inspection and compliance check
3930,2879,8/8/2023,8,Diagnostic tests and troubleshooting
4623,2267,1/5/2023,7,Checked and tightened loose connections
4805,4602,11/19/2023,2,Replaced worn-out components
2813,4163,9/30/2023,8,Safety inspection and compliance check
3079,791,5/29/2023,7,Emergency repair
4902,5000,6/15/2023,7,Safety inspection and compliance check
5744,4320,7/15/2023,9,Disinfection and sterilization
2892,4708,12/25/2023,7,Replaced faulty sensor
273,2510,5/25/2023,7,Calibrated equipment for accuracy
3762,2022,10/27/2023,6,Safety inspection and compliance check
4650,279,12/6/2023,5,Replaced worn-out components
1920,464,12/11/2023,8,Replaced faulty sensor
3138,4888,4/10/2023,4,Performed software update
68,3934,9/19/2023,9,Diagnostic tests and troubleshooting
4145,3054,10/10/2023,6,Lubricated moving parts
1221,3247,3/19/2023,3,Routine inspection and cleaning
3238,762,12/16/2023,1,Replaced worn-out components
5098,2361,12/20/2023,6,Disinfection and sterilization
3890,3943,9/7/2023,8,Preventive maintenance
3680,3268,12/1/2023,3,Verified calibration accuracy
5605,1915,11/28/2023,4,Routine inspection and cleaning
1322,2440,10/11/2023,3,Preventive maintenance
188,4820,3/1/2023,8,Verified calibration accuracy
4767,4064,5/30/2023,1,Routine inspection and cleaning
3953,1134,9/2/2023,3,Lubricated moving parts
144,3399,7/22/2023,1,Replaced worn-out components
2547,1236,4/27/2023,6,Performed software update
4256,520,5/21/2023,6,Safety inspection and compliance check
468,260,10/2/2023,4,Replaced faulty sensor
3031,4645,9/29/2023,2,Emergency repair
69,1211,2/16/2023,1,Preventive maintenance
3269,3726,11/22/2023,5,Replaced worn-out components
3438,4230,2/19/2023,3,Disinfection and sterilization
182,3614,1/15/2023,1,Emergency repair
4747,915,2/8/2023,4,Disinfection and sterilization
4814,3668,9/25/2023,8,Disinfection and sterilization
3481,4297,5/30/2023,2,Safety inspection and compliance check
4935,3645,1/5/2023,2,Routine inspection and cleaning
5874,3490,7/13/2023,3,Performed software update
3663,1230,11/24/2023,3,Diagnostic tests and troubleshooting
5935,1644,8/13/2023,8,Emergency repair
3716,521,6/12/2023,8,Disinfection and sterilization
2353,1356,7/26/2023,6,Performed software update
1241,216,12/11/2023,2,Calibrated equipment for accuracy
4208,226,2/9/2023,3,Emergency repair
4881,2974,3/8/2023,4,Verified calibration accuracy
4518,4651,8/24/2023,3,Calibrated equipment for accuracy
871,2493,4/13/2023,3,Replaced faulty sensor
2557,3955,5/4/2023,7,Replaced worn-out components
1348,4302,4/18/2023,3,Routine inspection and cleaning
441,1459,4/23/2023,2,Lubricated moving parts
614,3636,1/5/2023,5,Replaced worn-out components
4212,1701,1/29/2023,7,Disinfection and sterilization
5975,431,8/10/2023,4,Disinfection and sterilization
2526,1789,3/16/2023,6,Diagnostic tests and troubleshooting
3668,2117,6/10/2023,7,Performed software update
726,178,11/13/2023,6,Replaced faulty sensor
65,321,4/17/2023,4,Preventive maintenance
92,2321,9/26/2023,8,Verified calibration accuracy
5040,575,1/28/2023,2,Replaced faulty sensor
4631,2944,1/31/2023,4,Replaced worn-out components
1630,3156,10/11/2023,7,Checked and tightened loose connections
1314,4494,8/7/2023,5,Verified calibration accuracy
4126,4685,3/4/2023,5,Verified calibration accuracy
965,406,3/26/2023,9,Safety inspection and compliance check
479,1134,5/7/2023,7,Preventive maintenance
5208,717,8/8/2023,2,Replaced faulty sensor
497,1143,8/23/2023,5,Performed software update
5364,3739,4/17/2023,6,Diagnostic tests and troubleshooting
3158,1633,6/14/2023,3,Safety inspection and compliance check
1043,3355,10/17/2023,5,Safety inspection and compliance check
4458,2723,1/17/2023,4,Diagnostic tests and troubleshooting
2013,3197,1/21/2023,9,Safety inspection and compliance check
2796,4678,1/9/2023,3,Safety inspection and compliance check
1794,2612,1/17/2023,5,Performed software update
629,1178,8/28/2023,2,Calibrated equipment for accuracy
5078,571,4/6/2023,8,Safety inspection and compliance check
923,2312,1/5/2023,8,Checked and tightened loose connections
1870,2288,6/3/2023,2,Lubricated moving parts
1311,1595,12/25/2023,8,Routine inspection and cleaning
5239,2007,9/26/2023,6,Lubricated moving parts
2539,2248,4/2/2023,1,Replaced faulty sensor
3397,3016,8/10/2023,1,Safety inspection and compliance check
4027,409,8/13/2023,2,Disinfection and sterilization
1061,1331,4/29/2023,9,Replaced worn-out components
2824,2035,10/4/2023,4,Disinfection and sterilization
4294,310,6/3/2023,2,Verified calibration accuracy
114,1450,11/9/2023,1,Verified calibration accuracy
3783,4520,7/13/2023,2,Calibrated equipment for accuracy
