License_Number,FirmName,Doing_Business_As: ,Expiration_Date,Work_Phone,Street_Address,City,State,Zipcode
103572,"Young Prosthetics & Orthotics, Inc.",Young Prosthetics Orthotics & Home Medical Equipment,5/27/2015,(714) 816-1782,516 South Beach Boulevard,Anaheim,CA,92804
103579,Novis Corporation,Round Medical Supply & Uniforms,7/27/2015,(415) 440-0444,1712 Divisadero Street,San Francisco,CA,94115
103595,"Braden Partners, L.P.",Pacific Pulmonary Services,5/10/2015,(760) 241-9364,"12284 Industrial Boulevard, Units 6B & 7B",Victorville,CA,92392
103600,Diana S. Guth,Home Respiratory Care,6/16/2015,(310) 441-4640,"2370 Westwood Boulevard, Suite D",Los Angeles,CA,90064
103621,"Braden Partners, LP",Pacific Pulmonary Services,6/21/2015,(559) 661-0121,"402 South Madera Avenue, Suite B",Madera,CA,93637
103632,Apria Healthcare LLC,,5/13/2015,(650) 330-2420,"3905 Bohannon Drive, Suite C, D, E, F & G",Menlo Park,CA,94025
103638,Diversified Medical Equipment and Supplies,"DMES, Inc.",7/14/2015,(714) 657-7610,15472 Chemical Lane,Huntington Beach,CA,92649
103639,Alpine Oxygen Home Care LLC,,8/19/2014,(310) 204-6444,"2818 La Cienega Avenue, # 305",Los Angeles,CA,90034
103644,Apguard Medical Inc.,,6/22/2015,(818) 713-0202,6404 Independence Avenue,Woodland Hills,CA,91367
103704,"Bay Wide DME Co., Inc.",,10/16/2014,(650) 355-0940,60 Eureka Square,Pacifica,CA,94044
103712,"Biohorizon Medical, Inc.",,8/18/2014,(310) 321-5830,"1970 East Grand Avenue, Suite 370",El Segundo,CA,90245
103718,E. Jay Delapenha,Respicare,9/7/2014,(925) 846-0453,"6920 Koll Center Parkway, #222",Pleasanton,CA,94566
103731,Whelco Medical,,11/12/2014,7607897714,"607 Brazos Street, Suite H",Ramona,CA,92065
103754,"Hill-Rom Company, Inc.",,3/9/2015,(916) 374-0619,"830 Riverside Park, Suite 90",West Sacramento,CA,95691
103806,"National Seating & Mobility, Inc.",,12/9/2014,(408) 920-0390,"1190 Dell Avenue, Suite L",Campbell,CA,95008
103810,Hanger Prosthetics & Orthotics West Inc.,,1/19/2015,(949) 253-5500,"4659 Las Positas Road, Unit A",Livermore,CA,94551
103849,"Pacific Commodities Trades, Inc.",Sherman Medical Supplies,1/8/2015,(323) 650-6892,7918 Santa Monica Boulevard,West Hollywood,CA,90046
49487,Rosa Pharmacy,Rosa Healthcare,5/29/2015,(626) 571-7672,9122 Valley Blvd.,Rosemead,CA,91770
49484,Sonora Community Hospital,Sonora Oxygen and Medical Supply,5/12/2015,(209) 536-3760,358 W. Stockton Street,Sonora,CA,95370
49548,Fair Oaks Medical Supp. Inc.,Medical Supply Inc.,5/2/2014,(916) 482-1216,5933 Fair Oaks Blvd.,Carmichael,CA,95608
49554,Nicole & Andre Pharmaceutical Inc.,Imperial Medical Supplies,11/24/2014,(760) 337-6480,"510 W. Main Street, Suite # 111",El Centro,CA,92243
49557,"KCI USA, Inc.",,5/20/2015,(559) 490-2371,"3134 S. East Ave., Suite 103",Fresno,CA,93725
49591,Valley Oxygen,Synergy Sleep & Respiratory,5/29/2015,(408) 262-1720,753 Ames Ave.,Milpitas,CA,95035
49616,Breathe Better Products,,7/25/2015,(949) 364-6600,"27882 Forbes Rd., # 202",Laguna Niguel,CA,92677
49642,"Good Life Medical Systems, Inc.",,11/22/2014,(949) 274-4983,"2991 Grace Lane, Ste 1 E",Costa Mesa,CA,92626
49644,"Vital Remedies, Inc.",,6/6/2015,(818) 562-9605,522 S. Verdugo Dr.,Burbank,CA,91502
49649,"Cair Medical, Inc.",,5/28/2015,(714) 632-6903,1045 North Shepard,Anaheim,CA,92806
49658,San Diego Orthopedic Supplies,,6/3/2015,(619) 422-1788,3136 Main Street,Chula Vista,CA,91911
49709,"AdvantaCare Health, Inc.",AdvantaCare Medical,6/10/2015,(800) 481-4662,1255 Reamwood Avenue,Sunnyvale,CA,94089
49732,Horizon Oxygen and Medical Equipment Inc.,,5/28/2015,(866) 575-8901,1060 N. Kraemer Pl.,Anaheim,CA,92806
49807,Good Health Inc.,Premier Pharmacy Services,6/24/2015,(714) 961-7930,2657 Saturn St.,Brea,CA,92821
49803,"Beachwood Medical Supply, Inc.",,7/1/2015,(626) 338-5300,"13851  Garvey Ave., Unit # B 3",Baldwin Park,CA,91706
49863,"Premier Medical Equipment & Supply, Inc.",,10/21/2014,(909) 433-3939,"575 Maple, Ste. 'A'",Colton,CA,92324
49925,"Special Care Medical Supply, Inc.",Medical Equipment & Supplies Retailers,7/1/2015,(323) 778-3304,8946 South Western Ave.,Los Angeles,CA,90047
49951,Advanced Dynamic Therapies Professional Corp,,7/22/2014,(310) 330-1177,"644 E. Regent St., Suite 101",Inglewood,CA,90301
49960,"Pacific Plaza Pharmacy, Inc.",Pacific Plaza Pharmacy,7/21/2015,(562) 426-6588,"2777 Pacific Ave., Suite A",Long Beach,CA,90806
50017,"Kadence Healthcare, Inc.",,7/29/2015,(858) 569-6994,"8245 Ronson Rd., Suite G",San Diego,CA,92111
50018,"SleepQuest, Inc.",,7/29/2015,(415) 775-3379,"1489 Webster Street, Suite 203",San Francisco,CA,94115
50022,Horizon Oxygen and Medical Equipment Inc.,,8/8/2015,(760) 341-1158,"74885 Joni Dr., Suite 5",Palm Desert,CA,92260
50024,JMS Medical Supply LLC,,7/25/2015,(408) 481-3829,"1190 Miraloma Way, Suite X",Sunnyvale,CA,94085
50074,"Allied Medical Supply, Inc.",,7/24/2015,(714) 935-9200,"424 South Main St., Suite M",Orange,CA,92868
50091,"Midway Sleep Lab, LLC",,8/6/2015,(323) 933-0422,"5901 W. Olympic Blvd., # 202",Los Angeles,CA,90036
50098,Hoveround Corporation,,8/26/2015,(800) 771-6565,741 Brokaw Road,San Jose,CA,95112
50099,Hoveround Corporation,,8/26/2015,(800) 771-6565,"827 Arnold Drive, Bay 1",Martinez,CA,94553
50119,Apnea Solutions Inc.,,8/20/2015,(714) 579-7701,"16960 Bastanchury Rd., Suite D",Yorba Linda,CA,92886
50211,Horizon Sleep Medicine Services Inc.,Beverly Hills Sleep Center,8/25/2015,(323) 934-9262,"6310 San Vicente Blvd., # 280",Los Angeles,CA,90048
50303,"Med World, HME, Inc.",,10/20/2014,(805) 739-1700,"2045 Preisker Lane, Suite H",Santa Maria,CA,93454
50312,San Diego Orthopedics Supplies,,5/17/2015,(619) 477-7075,319 W. 18th St.,National City,CA,91950
50353,"Sarah Medical Equipment, Inc.",,10/9/2014,(310) 396-5258,2632 Lincoln Boulevard,Santa Monica,CA,90405
50354,Metro Home Healthcare Equipment & Supply Inc.,,10/16/2014,(626) 282-2200,1430 W. Valley Blvd.,Alhambra,CA,91803
50355,Entra Health Systems LLC,,6/11/2015,(877) 458-2646,"3111 Camino Del Rio North, Ste. 101",San Diego,CA,92108
50363,"Shield-California Health Care Center, Inc.",,10/24/2014,(661) 294-4200,27911 W. Franklin Parkway,Valencia,CA,91355
50421,"Young's Orthopedics, Inc.",,11/7/2014,(909) 474-0500,2299 N. Arrowhead Avenue,San Bernardino,CA,92405
50451,Apria Healthcare LLC,,11/7/2014,(949) 581-9990,15091 Bake Parkway,Irvine,CA,92618
50537,Sincere Care Management Inc,Sincere Care Medical Supply,12/4/2014,(415) 752-3288,"728 Pacific Avenue, Suite 116",San Francisco,CA,94133
50544,"Aging Care, Inc.",,10/23/2014,(510) 614-8780,1380 Bancroft Ave. # 5,San Leandro,CA,94577
50545,"National Seating & Mobility, Inc.",,10/28/2014,(916) 383-8501,"5320 Power Inn Rd., Suite E & F",Sacramento,CA,95820
50614,"YNC Enterprise, Inc.",K.C. Medical Supply,11/19/2014,(661) 363-6517,715 Sterling Rd.,Bakersfield,CA,93306
50647,"ATG - Designing Mobility, Inc.",ATG Rehab,12/8/2014,(562) 921-0258,12627 Hiddencreek Way,Cerritos,CA,90703
50645,Apria Healthcare LLC,,11/13/2014,(949) 639-4757,"1080 Mount Vernon Ave., Suite 103",Riverside,CA,92507
50689,"Easy Life Medical Supplies, Inc.",,12/16/2014,(805) 526-1200,2082 Tapo Street,Simi Valley,CA,93063
50702,Hoveround Corporation,,12/4/2014,(800) 771-6565,6415 Alondra Boulevard,Paramount,CA,90723
50779,"Stevenston Medical Supply & Services Inc.,",,1/23/2015,(310) 419-6300,3235 W. Century Blvd,Inglewood,CA,90303
50800,"M.A.R.Y. Medical, Inc.",,1/26/2015,(559) 456-1774,"4656 E. Dakota Avenue, Suite 104",Fresno,CA,93726
50826,National Seating & Mobility,,1/15/2015,(510) 856-4001,2462 Tripaldi Way,Hayward,CA,94545
50829,"Golden State Medical, Inc.",,12/19/2014,(800) 696-2900,"200 Linden Avenue, Suite 100",Auburn,CA,95603
50841,"Tenspede Medical, Inc.",,12/23/2014,(800) 647-1010,"200 Linden Avenue, Suite 250",Auburn,CA,95603
50849,Northern California Medical Inc.,,4/8/2015,(916) 979-9729,"3814 Auburn Blvd., Suite 75",Sacramento,CA,95821
47936,"DexCom, Inc.",,2/27/2016,(858) 200-0200,6340 Sequence Drive,San Diego,CA,92121
50896,RAC & Associates,SpecialCare,3/9/2015,(858) 694-5800,"9511 Ridgehaven Court, Ste. A",San Diego,CA,92123
50911,Active Life Medical Products Inc.,,4/29/2015,(209) 943-2118,4217 Coronado Ave. # D,Stockton,CA,95204
50912,"Gordian Medical, Inc.",American Medical Technologies,2/27/2015,(714) 556-0200,17595 Cartwright Road,Irvine,CA,92614
50965,"S. B. Health Care Acquisition, Inc.",Santa Barbara Health Care,3/11/2015,(805) 693-8321,"240 E. Hwy 246, Ste 100",Buellton,CA,93427
50966,Valley Patient Care,,2/26/2015,(831) 757-6657,401 Victor Way #2,Salinas,CA,93907
50973,Samsung Medical Supply USA Corp.,Samsung Medical Supplies,1/26/2015,(213) 388-8230,2727 W. Olympic Blvd. # 112,Los Angeles,CA,90006
50979,Barton Direct Inc.,,2/18/2015,(800) 779-5611,255 North Mission Rd.,Los Angeles,CA,90033
51011,Devine Light International Inc.,Devine Medical Supplies,2/11/2015,(562) 944-5640,9950 Bell Ranch Dr. # 101,Santa Fe Springs,CA,90670
51012,"AAA Vintage Gases, Inc.",Piner's Medical Supply,4/16/2015,(707) 224-7921,907 Trancas Street,Napa,CA,94558
51018,Medx Inc.,Medx Medical Supplies,2/24/2015,(323) 644-0050,3111 Los Feliz Blvd. # 104,Los Angeles,CA,90039
51051,"Rest Easy Medical, Inc.",,2/10/2015,(559) 325-7500,"7065 N. Chestnut Ave., Ste 106",Fresno,CA,93720
51059,Alternative Mobility,,7/27/2015,(619) 427-2525,"320 Trousdale ""E""",Chula Vista,CA,91910
51061,Elite Home Medical & Respiratory,,2/18/2015,(714) 630-2128,"1440 S. St. College Blvd., Suite 6-G",Anaheim,CA,92806
51064,High Desert Medical & Sleep Supplies Inc.,,3/16/2015,(760) 375-3680,112 N. China Lake Blvd.,Ridgecrest,CA,93555
51127,"A & T Mobility, Inc.","California Home Medical, Inc.",3/23/2015,(559) 298-2136,"7946 N. Maple Ave., Suite 111",Fresno,CA,93720
51161,"Oceanic Medical Concepts, Inc.",,4/1/2015,(323) 754-1810,2688 W. Imperial Hwy,Inglewood,CA,90303
51171,Diversified Medical Equipment & Supplies Inc.,"DMES, Inc.",3/23/2015,(209) 466-7271,2427 Station Ct.,Stockton,CA,95215
51177,5 Medical,,3/23/2015,(559) 353-2954,"4656 E Dakota Ave., Ste. 103",Fresno,CA,93726
51260,Broadway Medical Supply,,4/16/2015,(323) 752-7831,8512 South Broadway,Los Angeles,CA,90003
51262,"Interactive Medical Systems, Inc.",,4/21/2015,(714) 894-5029,"12882 Valley View Street, Suite 8",Garden Grove,CA,92845
51264,Alpha Respiratory Inc.,Lincare Inc.,4/7/2015,(530) 895-8414,"629 Entler Avenue, Suite 3 and 4",Chico,CA,95928
51286,Experea Healthcare LLC,,5/7/2015,(949) 716-3071,12 Rancho Circle,Lake Forest,CA,92630
51351,"Robinson's Pharmacy Medical & Supplies, Inc.",Robinson's Medical Equipment & Supplies,4/6/2015,(916) 965-4352,"8510 Madison Avenue, Suite D",Fair Oaks,CA,95628
51406,Triana Enterprises LLC,Triana Medical Supply,4/21/2015,(619) 713-6800,"3855 Avocado Blvd., Ste. 160",La Mesa,CA,91941
51407,Sizewise Rentals LLC,,5/6/2015,(714) 545-1810,3734 W. Warner Avenue,Santa Ana,CA,92704
51408,Sizewise Rentals LLC,,5/8/2015,(909) 890-5840,"1894 Commercenter W., Suite 406",San Bernardino,CA,92408
51412,"NNE Medical Supply & Equipment, Inc.",,5/11/2015,(866) 476-4633,"13139 Ramona Blvd., Suite A",Irwindale,CA,91706
51413,"Care Medical, A California Corporation",,7/2/2015,(559) 635-4443,9644 W. Nicholas Ave.,Visalia,CA,93291
51416,"Caremedics O & P, Inc.",,8/10/2014,(714) 956-7998,"421 N. Brookhurst St., Ste. 126",Anaheim,CA,92801
51417,"Brooks Home I.V., Inc.",Brooks Health Care,4/30/2015,(559) 221-4800,3410 W. Ashlan Ave.,Fresno,CA,93722
51419,"Fremont Sleep Apnea Center, LLC",Sleep Diagnostics of Fremont,2/17/2015,(510) 742-5432,"556 Mowry Avenue, Suite 102",Fremont,CA,94536
51461,Allure Mobility & Medical Supply,,5/1/2015,(415) 447-0000,"851 Van Ness Ave., Suite 1",San Francisco,CA,94109
51470,"CPAP Station, LLC",,5/1/2015,(805) 466-2570,8300 Curbaril Avenue,Atascadero,CA,93422
51484,ATG- WCI Inc.,Numotion,6/17/2015,(916) 489-3651,1650 Tribute Road,Sacramento,CA,95815
51500,"Oakland Medical Supply, LLC",,5/7/2015,(510) 268-3228,823 Harrison Street,Oakland,CA,94607
51584,American Wheelchair Center,,5/27/2015,(760) 597-1010,605 Sycamore Ave.,Vista,CA,92083
51593,RAM Durable Medical Equipment LLC,Southern California Orthopedic Rehab Equipment,6/10/2015,(858) 549-1707,"7909 Silverton Ave., # 214",San Diego,CA,92126
51599,Braden Partners Lp,Pacific Pulmonary Services,6/17/2015,(415) 647-7544,"20 South Linden Avenue, #5B",South San Francisco,CA,94080
51679,G7 Medical Retail,,6/3/2014,(559) 435-4747,7492 N. Fresno Street,Fresno,CA,93720
51680,Sun Medical Equipment Inc.,Sun Medical Supplies,6/22/2015,(909) 307-8090,"1915 Redlands Blvd., Suite 101",Redlands,CA,92373
51719,Maxi Med Supply Inc.,,9/10/2015,(805) 578-8668,"2315 Kuehner Dr., Ste. 105",Simi Valley,CA,93063
51720,Lincare Inc.,,6/24/2015,(707) 269-3000,"3819 Walnut Drive, Ste. A",Eureka,CA,95503
51738,McIlwain Services,McIlwain Mobility Service,7/30/2015,(916) 248-4029,8451 Friar Tuck Way,Fair Oaks,CA,95628
51750,ElectroEase Corporation,Electropedic Beds,9/1/2014,(714) 636-3561,12557 Harbor Blvd.,Garden Grove,CA,92840
51807,"Jam Medical, Inc.",Jam Medical,7/1/2014,(323) 944-0320,"6404 Wilshire Blvd., Suite 104 B",Los Angeles,CA,90048
51810,"Sleep Well CPAP Services, LLC",CPAP Services,7/8/2015,(408) 627-7184,"75 North Bascom Avenue, Suite 120",San Jose,CA,95128
51819,Superior Medical Enterprise Inc.,,7/8/2014,(310) 329-2133,"17420 S. Avalon Blvd., Ste. 204",Carson,CA,90746
51843,"Medical Quick Assist, Inc.",MedAssist Medical,6/30/2015,(323) 944-0250,"6404 Wilshire Blvd., Suite 104",Los Angeles,CA,90048
51844,SS Medical,,9/9/2014,(530) 243-4155,4103 Pembroke Ln.,Shasta Lake,CA,96019
51866,Krulac Medical Inc.,See The Trainer,7/20/2015,(310) 798-1914,3750 Sepulveda Blvd.,Torrance,CA,90505
51882,American MedEquip LLC,,7/23/2014,(916) 791-2266,"931 Washington Blvd., Suite 101",Roseville,CA,95678
51900,A 2 Z Medical Supply,,7/8/2015,(909) 865-0022,170 W. Willow Street,Pomona,CA,91767
51131,"NeilMed Products, Inc.","Neilmed Pharmaceuticals, Inc.",9/29/2015,(707) 525-3784,601 Aviation Blvd.,Santa Rosa,CA,95403
51925,"Owens Healthcare - Medical Equipment, Inc.",,7/29/2015,(530) 899-8687,"3860 Morrow Lane, Ste. E",Chico,CA,95928
52015,VerusCare Inc.,,8/10/2014,(707) 427-8185,"1070 Horizon Drive, Suite O",Fairfield,CA,94533
52020,Superior Healthcare Equipment & Services Inc.,,7/31/2015,(925) 969-9699,"421 N. Buchanan Circle, # 13",Pacheco,CA,94553
52024,Bowman Medical Supply,,7/29/2015,(650) 654-5525,"1200 Industrial Rd., Suite 16",San Carlos,CA,94070
52027,"ATG-Rehab Specialists, Inc.",ATG Rehab,8/28/2014,(408) 522-1200,610 N. Pastoria Avenue,Sunnyvale,CA,94085
52093,"Colgate Medical and Surgical Supplies, Inc.",,8/4/2015,(323) 782-0145,535 N. Fairfax Ave.,Los Angeles,CA,90036
52100,"Beavans Medical, Inc.",,7/22/2015,(714) 281-5906,22865-B Savi Ranch Parkway,Yorba Linda,CA,92887
52119,Lori Schwartz InCare DMEl Tenderfeet Shoes,InCare DME,8/24/2014,(818) 991-3736,"1050 Central Ave., Suite D",Brea,CA,92821
52120,"Aays Rents & Sells, Inc.",,8/4/2015,(408) 295-1309,598 E. Santa Clara St.,San Jose,CA,95112
52134,"Universal Medical Rentals and Equipment Sales, Inc",,8/3/2014,(818) 232-8575,17323 Saticoy Street,Northridge,CA,91325
52146,Canaan Medical Supply Inc.,,10/14/2014,(323) 935-4000,"903 South Crenshaw Boulevard, Suite 102 A",Los Angeles,CA,90019
52147,Ped Negotium Inc.,"Tenderfeet Shoes, InCare DME",8/24/2014,(714) 990-5932,"1050 W. Central Ave., Ste. D",Brea,CA,92821
52149,Advance Medical Supply,,8/3/2015,(619) 466-9255,7771 University Ave.,La Mesa,CA,91942
52151,Prime Medical Supply Inc.,,8/10/2015,(951) 278-9111,1261 Carbide Drive,Corona,CA,92881
52224,"ATG - Designing Mobility, Inc.",ATG Rehab,9/28/2014,(818) 846-1371,"9428 Eton Ave., Suite D-E",Chatsworth,CA,91311
52226,Home Improvement for the Disabled LLC,H.I.D.,9/8/2015,(510) 886-4526,25716 Mission Boulevard,Hayward,CA,94544
52228,Oakland Medical Market Inc.,,9/10/2014,(510) 568-7722,"433 Hegenberger Rd., Suite C",Oakland,CA,94621
52229,Advanced Medical Supply Inc.,Advanced Mobility Center,8/10/2015,(760) 510-8096,"1621 S. Rancho Santa Fe Rd., Suite H",San Marcos,CA,92078
52241,"Elite Medical Supply, Inc.",,8/28/2014,(909) 392-3700,3168 N. Garey Ave.,Pomona,CA,91767
52787,Advanced Homecare,,11/24/2014,(800) 758-7571,"9524 Kearny Villa Rd., Ste. 107",San Diego,CA,92126
52321,WSG Enterprises Inc.,In & Out Mobility,2/23/2015,(760) 324-7790,"73800 Dinah Shore Dr., Suite 100",Palm Desert,CA,92211
52323,"SleepQuest, Inc.",,9/16/2014,(408) 356-6162,"16400 Lark Avenue, Suite 210",Los Gatos,CA,95032
52324,Lincare Inc.,,9/21/2015,(408) 434-7082,"53 Bonaventure Drive, Suite A",San Jose,CA,95134
52336,Demar Industries Inc.,Support Care Services,9/22/2015,(650) 780-9547,617 Veterans Blvd. Ste. 101,Redwood City,CA,94063
52338,Maldonado Medical LLC,,9/9/2014,(310) 622-4838,"2022 Broadway, Suite B",Santa Monica,CA,90404
52343,US Medical Supply Inc.,,9/9/2014,(818) 330-9425,3718 Foothill Blvd.,La Crascenta,CA,91214
52345,Helix Medical LLC,InHealth Technologies,9/15/2014,(805) 684-3304,1110 Mark Avenue,Carpinteria,CA,93013
52402,"Sleep Science Partners, Inc.",,10/6/2014,(415) 484-1451,"900 Larkspur Landing Circle, Suite 207",Larkspur,CA,94939
52403,Everything Medical,,9/16/2014,(626) 284-2500,"200 South Palm Ave., Unit A",Alhambra,CA,91801
52404,Promed Medical Supplies,,9/29/2014,(310) 836-6060,10200 Venice Blvd. #109,Culver City,CA,90232
52406,"RecoverCare, LLC",,10/12/2014,(714) 259-7536,"15455 Redhill Ave., Suites E & F",Tustin,CA,92780
52412,San Pablo Commercial Corp.,,9/22/2014,(805) 583-8883,"45 W. Easy Street, Suite 25",Simi Valley,CA,93065
52413,Mission Medical Supply,,9/15/2015,(619) 229-9597,4444 El Cajon Blvd. #3,San Diego,CA,92115
52423,"Respxchange, Inc.",,10/7/2014,(707) 746-0600,"4728 East Second St., Suite 16",Benicia,CA,94510
52426,"Physicians Choice Medical, Inc.",Physicians Choice DME,10/30/2014,(805) 409-0600,"1489 E. Thousand Oaks Blvd., Suite E",Thousand Oaks,CA,91361
52456,"Carrier United, Inc.",Americare Medical Supply,10/23/2014,(805) 777-1171,704 E. Thousand Oaks Blvd.,Thousand Oaks,CA,91360
52458,"Xtreme Medical, Inc.",,10/26/2014,(562) 803-9444,5580 Imperial Hwy.,South Gate,CA,90280
52471,E Jay D. Delapenha,Respicare,9/22/2014,(559) 432-4455,7560 N. Del Mar Avenue,Fresno,CA,93711
54187,Lincare Inc.,,8/12/2015,(951) 894-2059,"41765 Elm Street, Ste. 201",Murrieta,CA,92562
52527,"Acute Care Alternatives, Inc.",Ancillary Provider Services,12/2/2014,(626) 820-7400,16644 E. Johnson Drive,City of Industry,CA,91745
52540,"PRN Medical Services, LLC","Symbius Medical, LLC",10/8/2015,(858) 292-5411,"5575 Magnatron Blvd., Suite I",San Diego,CA,92111
52576,"Thrifty Medical Supply, Inc.",,11/17/2014,(510) 351-8444,2153 Doolittle Dr.,San Leandro,CA,94577
52584,Pomona Valley Hospital Medical Center,PVHMC Sleep Disorders,10/13/2014,(909) 805-9152,"1601 N. Monte Vista Ave., Suite 270",Claremont,CA,91711
52585,"Assured Medical Supply, Inc.",,10/23/2014,(949) 487-0084,"23541 Ridge Route Drive, Suite A",Laguna Hills,CA,92653
54191,Blue Note Partners LLC,N2Sleep Homecare,7/27/2015,(925) 730-0081,"3687 Old Santa Rita Road, Suite 201-201",Pleasanton,CA,94588
52652,SMRT LLC,,11/5/2014,(858) 755-7285,"12250 El Camino Real, Suite 140",San Diego,CA,92130
52664,Medequip LLC,Medequip,11/19/2014,(805) 449-1699,"749 Lakefield Road, Unit D",Westlake Village,CA,91361
52671,Southland Medical Supply Inc.,,11/10/2014,(951) 699-6334,"27511 Commerce Center Dr., Ste. C",Temecula,CA,92590
52674,SleepCare Source LLC,,11/3/2014,(916) 482-2727,"4633 Whitney Ave., Ste. B",Sacramento,CA,95821
52683,Advanced Mobility B&G Inc.,,11/10/2014,(209) 722-0877,1543 Yosemite Parkway,Merced,CA,95340
52726,"PS Medical Supplies, Inc.",,11/16/2014,(909) 593-0160,174 Gentry Street,Pomona,CA,91767
52735,Arrow-Med Pharmacy Inc.,Arrow-Med Pharmacy,12/16/2014,(818) 340-6600,"7111 Winnetka Ave., # 12",Canoga Park,CA,91306
52821,"Ames Med Equip, Inc.",Alliance Medical Supply & Rental,11/24/2014,(408) 942-9000,"301 North Jackson Ave., Suite 7 A",San Jose,CA,95133
52852,Good Samaritan Medical Supply,,12/8/2014,(650) 583-1700,"90 S. Spruce Ave., Suite E",South San Francisco,CA,94080
52874,Guaranteed Medical Supply,,12/7/2014,(510) 793-7079,36393 Newark Blvd.,Newark,CA,94560
52878,North Bay Prosthetics & Orthotics,Napa Valley Prosthetics & Orthotics,12/15/2014,(707) 254-7010,"3273 Claremont Way, Suite # 101",Napa,CA,94558
52879,Precise Comfort,Precise Medical Comfort,1/13/2015,(626) 808-0176,"2235 Lake Ave., Suite 107",Altadena,CA,91001
52911,"Nuvenet, LLC",Bay City Medical Supplies,1/14/2015,(650) 347-6606,1465 A Chapin Ave.,Burlingame,CA,94010
52948,"AAA Sleep Treatment Partners, Inc.",,1/12/2015,(760) 436-6034,"4403 Manchester Avenue, Suite 103",Encinitas,CA,92024
52978,"WP&H, LLC",California Medical Supplies,12/30/2014,(800) 270-6990,"1440 S. State College Blvd., # 5H",Anaheim,CA,92806
52997,"Bay Area Medical Supply Sales & Rentals, LLC",Bradford Medical Supply,11/24/2014,(408) 230-0000,467 Norwood Circle,Santa Clara,CA,95051
53001,Quality Team Inc.,Team HomeCare,1/12/2015,(661) 327-5500,3740 N. Sillect Ave. # 1 B,Bakersfield,CA,93308
53004,"Horizon Oxygen and Medical Equipment, Inc.",,12/31/2014,(760) 962-1316,"15400 Tamarack Drive, Suite B",Victorville,CA,92392
53009,Glory Medical Supply,,1/20/2015,(818) 729-9009,1727 West Burbank Blvd.,Burbank,CA,91506
53036,Therapeutic Pain Management Inc.,Rehab Superstore - I Feel Like A Woman,1/12/2015,(559) 323-7246,6929 North Willow Ave. Ste. 103,Fresno,CA,93710
53038,Care Medical A California Corp,,1/29/2015,(831) 737-1660,"401 Victor Way, # 1",Salinas,CA,93907
53039,Folsom Medical Supply LLC,Folsom Medical Supply,2/17/2015,(916) 293-8897,422 East Bidwell Street,Folsom,CA,95630
53065,"Hill-Rom Company, Inc.",,1/19/2015,(714) 771-2934,1412 Batavia Street,Orange,CA,92867
53069,"Burbank Medical Supply, Inc.",,1/20/2015,(818) 845-2884,4302 W. Victory Blvd.,Burbank,CA,91505
53075,Medical Store,,2/4/2015,(949) 722-1128,"333 E. 17th Street, Suite 23",Costa Mesa,CA,92627
53089,McKinlay Enterprises Inc.,The Bone Store,3/11/2015,(559) 739-7500,"5410 W. Cypress, # 101",Visalia,CA,93277
53106,"Pacific Medical, Inc.",Pacific Medical Prosthetics & Orthotics,3/16/2015,(925) 227-1306,"4626 Willow Road, Suite 102",Pleasanton,CA,94588
53107,"Pacific Medical, Inc.",Pacific Medical Prosthetics & Orthotics,2/18/2015,(209) 526-1721,"609 E. Orangeburg Avenue, # 102",Modesto,CA,95350
53108,"Pacific Medical, Inc.",Pacific Medical Prosthetics & Orthotics,6/1/2014,(209) 524-3113,"1335 Coffee Road, Suite 210",Modesto,CA,95355
53111,"Pacific Medical, Inc.",Pacific Medical Prosthetics & Orthotics,8/31/2014,(916) 788-0530,"1301 Secret Ravine, Suite 100",Roseville,CA,95661
53131,"Braden Partners, L.P.",Pacific Pulmonary Services,2/23/2015,(916) 781-6450,"1166 West National Drive, Suite 30",Sacramento,CA,95834
53157,"Merced Medical Supply, Inc.",,2/23/2015,(209) 722-3832,1827 Canal St.,Merced,CA,95340
53181,Naeclear International Inc.,,2/24/2015,(951) 755-7488,"10600 Highland Springs Avenue, Suite SCY",Cherry Valley,CA,92223
53198,"Pulmocare Respiratory Services, Inc.",,2/17/2015,(888) 785-6622,"9353 Activity Road, Suite F",San Diego,CA,92126
53200,Horizon Oxygen and Medical Equipment Inc.,,3/2/2015,(661) 829-5959,"2809 Unicorn Road, Suite 105",Bakersfield,CA,92313
53208,Apria Healthcare LLC,,4/8/2015,(800) 900-0305,1022 N. Lake St.,Burbank,CA,91502
53238,"Jackson Medical Supply, Inc.",Jackson Medical Supply,3/11/2015,(707) 644-4170,"480 Redwood St., # 44",Vallejo,CA,94590
54226,"Braden Partners, L.P.",Pacific Pulmonary Services,8/16/2015,(707) 752-6170,"5130 Fulton Drive, Suite P & Q",Fairfield,CA,94534
54227,Abigail's Medical,,8/16/2014,(760) 433-3713,"2249 S. El Camino Real, #D",Oceanside,CA,92054
53257,Shields Medical Equipment Inc.,,3/16/2015,(559) 244-0134,519 W. Shields Ave.,Fresno,CA,93705
53281,Bradley Medical Products Inc.,,3/22/2015,(949) 644-0070,419 1/2 Poppy Ave.,Corona Del Mar,CA,92625
53282,"Riverside Medical Supply, Co.",Corona Medical Supply,3/2/2015,(951) 735-7677,"720 S. Ramona Ave., Suite 103",Corona,CA,92879
53283,"Global Medical Equipment and Supplies, Inc.",,3/17/2015,(951) 200-6555,"25136 Hancock Avenue, Suite B",Murrieta,CA,92562
